"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Maokai","Top",5,"45.5%","0.0%","45.5%","60%","-",11,11,46,5.2,"75.0%","22.9%","60%",215,187,6.8,6.7,"20.9%",352,"20.2%","19.3%",0.55,0.21
"Nidalee","Jungle",1,"9.1%","90.9%","100.0%","100%","-",3,1,9,12,"85.7%","14.3%","100%",753,651,10,5,"14.1%",416,"23.5%","20.1%",0.69,0.6
"Poppy","Top",4,"36.4%","0.0%","36.4%","25%","-",3,4,5,2,"61.5%","10.8%","0%",-260,-497,-11.8,6.8,"23.4%",270,"22.0%","20.5%",0.48,0.15
"Rek'Sai","Jungle",1,"9.1%","0.0%","9.1%","0%","-",0,1,1,1,"33.3%","12.5%","100%",137,85,-2,3.8,"11.7%",111,"12.8%","17.5%",1.31,0.89
"Ryze","Middle",2,"18.2%","45.5%","72.7%","100%","-",8,2,22,15,"68.2%","14.3%","0%",191,17,4.5,8.3,"25.3%",514,"29.1%","21.7%",0.58,0.16
"Ryze","Top",1,"9.1%","45.5%","72.7%","0%","-",1,1,2,3,"33.3%","7.7%","0%",107,638,21,6.5,"24.3%",315,"17.4%","20.0%",0.51,0.12
"Sivir","ADC",5,"45.5%","45.5%","90.9%","20%","-",8,11,12,1.8,"66.7%","17.2%","20%",30,30,-3.6,9.6,"33.8%",413,"25.4%","26.4%",0.36,0.32
"Tahm Kench","Support",1,"9.1%","0.0%","9.1%","0%","-",0,5,2,0.4,"66.7%","27.8%","0%",-146,184,2,1,"4.3%",39,"2.5%","9.5%",1.67,0.19
"Thresh","Support",4,"36.4%","0.0%","36.4%","100%","-",3,3,43,15.3,"82.1%","20.0%","25%",123,146,0.3,1.2,"4.4%",100,"5.3%","11.8%",1.41,0.43
"Trundle","-",0,"0%","100.0%","100.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Twisted Fate","Middle",1,"9.1%","18.2%","27.3%","0%","-",3,2,1,2,"80.0%","40.0%","0%",169,193,-11,9.1,"30.9%",448,"38.5%","27.9%",0.57,0.16
"Varus","Middle",4,"36.4%","9.1%","45.5%","75%","-",6,4,16,5.5,"62.9%","15.4%","0%",-274,-158,-8.5,8.8,"28.6%",654,"35.0%","22.8%",0.59,0.21
"Zed","Middle",1,"9.1%","9.1%","18.2%","0%","-",3,2,2,2.5,"71.4%","14.3%","0%",-219,362,-8,7.6,"24.2%",294,"17.5%","22.1%",0.66,0.17
