"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Rekkles","Fnatic","ADC",13,"54%",,38,11,63,9.2,"81.5%","30.6%","9.6%","15%",-26,43,-2.6,9.7,"30.3%",544,"31.4%",,298,"25.5%",,0.41,0.07,0.21
"Ryu","H2k-Gaming","Middle",10,"40%",,25,21,36,2.9,"72.6%","29.8%","21.9%","40%",124,-80,0.9,8.2,"24.2%",429,"24.4%",,245,"22.0%",,0.49,0.13,0.28
"Shook","Team Vitality","Jungle",4,"25%",,6,7,17,3.3,"82.1%","21.4%","16.3%","25%",-174,-348,-9,3.7,"11.0%",204,"13.7%",,179,"17.6%",,0.84,0.22,0.55
"sOAZ","Origen","Top",12,"58%",,32,25,72,4.2,"61.9%","19.0%","18.1%","8%",-135,9,0,6.9,"22.1%",378,"18.6%",,233,"20.0%",,0.46,0.13,0.15
"Spirit","Fnatic","Jungle",13,"54%",,30,28,67,3.5,"78.2%","24.2%","24.3%","31%",-24,34,6.5,5.1,"15.6%",390,"21.9%",,242,"20.7%",,0.95,0.19,0.57
"Steeelback","Unicorns of Love","ADC",3,"0%",,16,7,8,3.4,"70.6%","47.1%","11.5%","0%",-181,-70,0.3,9.5,"32.6%",629,"30.7%",,295,"26.3%",,0.46,0.1,0.17
"Trick","G2 Esports","Jungle",8,"75%",,29,21,45,3.5,"69.8%","27.4%","22.8%","13%",-84,62,0.9,4.7,"15.3%",487,"22.3%",,261,"20.9%",,0.79,0.13,0.3
"Vander","H2k-Gaming","Support",10,"40%",,7,22,50,2.6,"67.9%","8.3%","22.9%","40%",104,-293,-0.8,1.3,"4.8%",122,"7.0%",,128,"11.5%",,1.58,0.38,0.38
"Vizicsacsi","Unicorns of Love","Top",3,"0%",,4,19,14,0.9,"52.9%","11.8%","31.1%","0%",380,469,11.7,7.2,"25.0%",575,"26.6%",,241,"21.6%",,0.6,0.18,0.23
"xPeke","Origen","Middle",2,"50%",,7,7,14,3,"80.8%","26.9%","36.8%","50%",355,577,0.5,8.1,"25.5%",402,"19.8%",,252,"22.7%",,0.48,0.12,0.22
"Zven","Origen","ADC",12,"58%",,56,30,66,4.1,"72.6%","33.3%","21.7%","42%",207,43,4.9,9.7,"31.8%",629,"30.7%",,313,"26.6%",,0.46,0.05,0.31
