"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Jankos","G2 Esports","Jungle",5,"100%","40%",9,10,39,4.8,"56.5%","10.6%","21.7%","40%",332,25,1.4,5.1,"14.1%",286,"15.0%",,199,"16.2%",,1,0.31,0.56
"Jiizuke","Team Vitality","Middle",3,"0%","100%",3,15,6,0.6,"45.0%","15.0%","25.0%","33%",-17,-2,-3.3,8.7,"25.1%",434,"27.1%",,229,"22.1%",,0.46,0.19,0.12
"Kobbe","Splyce","ADC",8,"50%","38%",47,19,37,4.4,"70.0%","39.2%","17.8%","63%",259,-37,-2.1,9.9,"31.5%",618,"30.2%",,337,"27.5%",,0.36,0.11,0.31
"Kold","Origen","Jungle",10,"30%","60%",14,33,59,2.2,"65.8%","12.6%","21.6%","20%",-269,-181,-7.6,4.6,"13.0%",233,"13.3%",,174,"17.0%",,0.89,0.32,0.41
"Mikyx","G2 Esports","Middle",1,"100%","0%",0,2,20,10,"83.3%","0.0%","28.6%","100%",-1243,-2574,-91,0.8,"2.8%",195,"9.9%",,185,"12.5%",,1.49,0.56,0.4
"Mikyx","G2 Esports","Support",5,"100%","60%",4,13,57,4.7,"71.8%","4.7%","28.3%","60%",120,-39,1.6,1.8,"6.0%",164,"8.0%",,132,"10.7%",,1.59,0.55,0.32
"Mithy","Origen","Support",10,"30%","30%",8,32,71,2.5,"71.2%","7.2%","20.9%","20%",79,333,11.1,2.5,"7.6%",143,"8.4%",,123,"11.4%",,1.13,0.32,0.25
"Mowgli","Team Vitality","Jungle",3,"0%","100%",8,12,7,1.3,"75.0%","40.0%","20.0%","67%",-203,-459,-8.7,3.8,"9.6%",220,"14.5%",,167,"16.6%",,0.74,0.36,0.32
"Nemesis","Fnatic","Middle",11,"64%","36%",44,25,69,4.5,"68.5%","26.7%","18.4%","9%",63,-59,0.7,9.2,"26.4%",504,"27.5%",,300,"23.9%",,0.55,0.25,0.18
"nukeduck","Origen","Middle",10,"30%","30%",39,26,35,2.8,"66.7%","35.1%","17.0%","10%",203,440,12.7,8.8,"29.1%",464,"26.1%",,276,"25.6%",,0.42,0.2,0.14
"Patrik","Origen","ADC",10,"30%","60%",27,31,49,2.5,"68.5%","24.3%","20.3%","20%",-67,-430,-5.2,7.8,"26.2%",446,"25.0%",,263,"24.1%",,0.47,0.17,0.32
"Perkz","G2 Esports","ADC",5,"100%","20%",22,4,29,12.8,"60.0%","25.9%","8.7%","40%",-18,413,-9.2,9.1,"31.0%",522,"25.4%",,318,"25.1%",,0.5,0.14,0.32
"Perkz","G2 Esports","Jungle",1,"100%","100%",8,0,10,18,"75.0%","33.3%","0.0%","100%",756,1575,53,11,"36.1%",516,"26.3%",,410,"27.6%",,0.44,0.16,0.2
"Pirean","SK Gaming","Middle",4,"25%","50%",5,8,24,3.6,"64.4%","11.1%","12.9%","0%",-112,-99,-1.5,7.9,"23.9%",469,"25.2%",,227,"21.5%",,0.45,0.22,0.27
"Rekkles","Fnatic","ADC",11,"64%","64%",44,17,47,5.4,"55.2%","26.7%","12.5%","9%",13,313,7.8,9.8,"31.4%",402,"22.7%",,334,"26.5%",,0.53,0.28,0.5
"Selfmade","SK Gaming","Jungle",4,"25%","50%",9,12,20,2.4,"64.4%","20.0%","19.4%","0%",398,401,9.3,5.3,"14.6%",236,"14.5%",,190,"17.4%",,0.67,0.23,0.38
"Tore","Splyce","Support",8,"50%","50%",4,28,84,3.1,"73.3%","3.3%","26.2%","63%",2,74,-0.5,1.5,"5.3%",135,"6.7%",,126,"10.4%",,1.31,0.39,0.29
"Vizicsacsi","Splyce","Top",8,"50%","63%",23,21,64,4.1,"72.5%","19.2%","19.6%","25%",74,37,4.5,7.4,"21.4%",430,"22.3%",,252,"21.2%",,0.61,0.32,0.25
"Werlyb","SK Gaming","Top",4,"25%","25%",10,10,15,2.5,"55.6%","22.2%","16.1%","0%",-298,-224,-11,7.4,"24.1%",412,"22.8%",,233,"21.3%",,0.43,0.1,0.18
"Wunder","G2 Esports","Top",6,"100%","0%",35,13,27,4.8,"56.9%","32.1%","24.5%","50%",400,29,9.2,8.5,"25.4%",540,"27.0%",,311,"23.9%",,0.41,0.1,0.1
"Xerxe","Splyce","Jungle",8,"50%","63%",21,18,60,4.5,"67.5%","17.5%","16.8%","75%",-203,-180,-7.6,4.7,"12.9%",236,"12.2%",,187,"16.2%",,0.83,0.3,0.46
