"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kai'Sa","Middle",1,"3.2%","80.6%","100.0%","0%","0%",12,10,10,2.2,"73.3%","22.2%","0%",28,-997,-22,5.4,"26.3%",790,"28.0%","26.4%",0.25,0.17
"Kalista","ADC",1,"3.2%","0.0%","3.2%","100%","100%",7,1,4,11,"64.7%","25.0%","0%",-821,-204,-2,9,"25.5%",496,"27.7%","24.6%",0.37,0.3
"Karma","Middle",9,"29.0%","41.9%","77.4%","22%","11%",9,16,32,2.6,"56.9%","11.2%","11%",-111,64,3.4,8.3,"23.6%",396,"20.6%","21.9%",0.48,0.16
"Karma","Support",2,"6.5%","41.9%","77.4%","100%","50%",2,4,19,5.3,"72.4%","28.6%","0%",-58,-178,-4.5,0.8,"2.3%",253,"11.8%","10.4%",1.12,0.55
"Karthus","Middle",1,"3.2%","6.5%","9.7%","100%","100%",6,4,7,3.3,"81.3%","44.4%","100%",400,-204,1,10.2,"29.9%",750,"33.8%","26.0%",0.6,0.25
"Kassadin","Middle",2,"6.5%","0.0%","6.5%","0%","50%",1,10,3,0.4,"57.1%","31.3%","0%",-848,-331,-16,8.7,"26.5%",432,"26.1%","24.0%",0.23,0.27
"Kha'Zix","Jungle",7,"22.6%","45.2%","67.7%","43%","86%",13,23,27,1.7,"58.0%","26.1%","43%",-32,-169,-9.3,4.9,"13.3%",344,"16.9%","16.7%",0.98,0.29
"Kindred","Jungle",2,"6.5%","0.0%","6.5%","50%","100%",2,5,11,2.6,"48.1%","22.7%","0%",-252,-633,-5.5,5.8,"16.4%",197,"10.1%","16.7%",0.73,0.28
"LeBlanc","Middle",2,"6.5%","16.1%","22.6%","100%","100%",11,1,14,25,"83.3%","8.3%","50%",271,51,10,7.9,"21.3%",549,"25.1%","22.4%",1.15,0.32
"Lee Sin","Jungle",1,"3.2%","0.0%","3.2%","0%","100%",2,13,13,1.2,"50.0%","28.9%","0%",-1373,-1405,-13,2.5,"7.0%",248,"8.8%","11.6%",0.54,0.04
"Leona","Support",3,"9.7%","0.0%","9.7%","33%","100%",3,13,13,1.2,"57.1%","30.2%","0%",-355,-105,9,2,"6.4%",127,"7.3%","10.8%",1.31,0.44
"Lucian","ADC",1,"3.2%","0.0%","3.2%","0%","100%",6,6,11,2.8,"56.7%","13.3%","0%",-1124,877,9,7.9,"25.8%",635,"22.5%","23.5%",0.25,0.17
"Lulu","Support",1,"3.2%","3.2%","6.5%","100%","100%",2,2,6,4,"72.7%","28.6%","0%",-153,-7,-3,0.4,"1.3%",162,"9.2%","10.9%",1,0.15
"Maokai","Top",4,"12.9%","0.0%","12.9%","25%","50%",7,12,18,2.1,"65.8%","21.4%","0%",36,130,5.5,7.4,"21.3%",389,"18.8%","20.0%",0.41,0.13
"Morgana","Support",11,"35.5%","54.8%","90.3%","36%","64%",13,37,81,2.5,"74.6%","27.6%","18%",250,-19,-4.1,0.7,"2.6%",240,"13.8%","11.1%",1.23,0.29
"Nocturne","Jungle",2,"6.5%","0.0%","6.5%","50%","100%",2,8,11,1.6,"76.5%","26.7%","50%",-369,141,4.5,5.1,"12.1%",275,"16.5%","16.1%",0.71,0.21
"Olaf","Jungle",9,"29.0%","12.9%","41.9%","44%","44%",24,29,58,2.8,"69.5%","23.8%","22%",126,115,0.9,5.4,"15.7%",297,"15.9%","18.1%",1.04,0.36
"Orianna","Middle",2,"6.5%","0.0%","6.5%","50%","50%",7,1,13,20,"76.9%","5.0%","0%",-245,425,3,10.2,"29.6%",433,"27.0%","26.3%",0.53,0.25
"Ornn","Top",16,"51.6%","25.8%","77.4%","50%","31%",20,28,99,4.3,"61.7%","13.5%","6%",-7,49,2.1,7.8,"21.7%",399,"20.8%","20.6%",0.53,0.1
"Rakan","Support",12,"38.7%","58.1%","96.8%","75%","0%",12,20,113,6.3,"79.1%","18.0%","25%",48,-58,-6.8,0.6,"2.5%",205,"10.6%","11.4%",1.18,0.42
"Rammus","Top",1,"3.2%","0.0%","3.2%","100%","100%",10,8,7,2.1,"37.8%","26.7%","100%",436,548,13,6,"25.0%",1051,"27.9%","19.8%",0.46,0.04
"Ryze","Middle",3,"9.7%","38.7%","48.4%","67%","67%",7,4,13,5,"64.5%","21.1%","33%",163,70,3.3,10.2,"27.8%",463,"27.2%","24.7%",0.55,0.15
"Sejuani","Jungle",3,"9.7%","6.5%","16.1%","100%","67%",9,3,28,12.3,"80.4%","15.8%","0%",-436,-468,-12,5,"13.0%",220,"10.3%","16.2%",0.41,0.49
"Shen","Top",6,"19.4%","3.2%","22.6%","33%","100%",13,15,28,2.7,"67.2%","20.3%","17%",-38,-221,-5.3,7.9,"23.1%",307,"17.8%","21.4%",0.49,0.08
"Sion","Top",7,"22.6%","12.9%","35.5%","43%","57%",8,12,22,2.5,"46.2%","15.8%","57%",138,-6,-1,7.7,"22.8%",255,"17.4%","20.3%",0.55,0.13
"Sivir","-",0,"0%","3.2%","3.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Skarner","Jungle",5,"16.1%","45.2%","61.3%","60%","20%",10,16,43,3.3,"70.7%","37.2%","80%",391,372,8.4,5.5,"14.9%",205,"10.5%","17.1%",1.53,0.37
"Soraka","Support",1,"3.2%","0.0%","3.2%","0%","100%",0,4,6,1.5,"85.7%","17.4%","0%",-926,-625,-2,0.6,"1.5%",253,"13.4%","10.1%",1.13,0.22
"Swain","Middle",5,"16.1%","38.7%","61.3%","20%","20%",4,12,33,3.1,"66.1%","18.5%","20%",162,282,0.6,8.5,"25.2%",525,"26.5%","21.2%",0.62,0.12
"Swain","Top",2,"6.5%","38.7%","61.3%","50%","50%",9,7,8,2.4,"63.0%","25.9%","0%",-588,-279,-10,7.8,"23.5%",518,"23.9%","21.3%",0.52,0.12
"Syndra","Middle",2,"6.5%","3.2%","9.7%","0%","100%",6,5,5,2.2,"61.1%","20.0%","0%",-201,255,6.5,8.8,"25.5%",443,"22.8%","23.0%",0.5,0.12
"Tahm Kench","Support",1,"3.2%","0.0%","3.2%","0%","0%",3,3,8,3.7,"68.8%","20.0%","0%",-169,468,2,2.2,"6.4%",325,"15.3%","12.3%",1.16,0.23
"Taliyah","Middle",1,"3.2%","3.2%","6.5%","100%","100%",8,0,8,16,"66.7%","0.0%","0%",438,292,-1,8.5,"20.8%",719,"29.0%","23.2%",0.69,0.4
"Taric","Support",1,"3.2%","0.0%","3.2%","100%","100%",1,4,9,2.5,"66.7%","25.0%","100%",169,-468,-2,2.2,"6.0%",101,"4.6%","11.2%",1.57,0.44
"Thresh","Support",6,"19.4%","19.4%","38.7%","33%","67%",7,19,58,3.4,"82.3%","23.5%","67%",249,134,-3.2,1.2,"3.5%",182,"9.4%","10.6%",1.38,0.35
"Tristana","ADC",3,"9.7%","6.5%","16.1%","33%","67%",12,4,8,5,"52.6%","11.4%","0%",-268,10,-2.3,10.8,"32.4%",743,"31.6%","28.9%",0.34,0.36
"Trundle","Jungle",19,"61.3%","29.0%","90.3%","53%","16%",42,39,117,4.1,"71.3%","19.6%","42%",0,-131,-2.5,5.1,"14.1%",198,"10.4%","17.4%",0.51,0.41
"Twisted Fate","Middle",1,"3.2%","0.0%","3.2%","100%","100%",2,1,10,12,"60.0%","11.1%","0%",-757,-587,-32,8,"23.7%",434,"14.5%","20.1%",0.45,0
"Varus","ADC",6,"19.4%","3.2%","22.6%","67%","50%",18,14,39,4.1,"67.9%","21.5%","33%",-202,-10,-2.7,9.9,"31.2%",441,"23.9%","25.6%",0.51,0.42
"Viktor","Middle",1,"3.2%","0.0%","3.2%","0%","100%",3,0,0,3,"42.9%","0.0%","0%",28,102,1,9.6,"30.5%",583,"36.7%","25.3%",0.77,0.12
"Vladimir","Middle",10,"32.3%","48.4%","83.9%","60%","40%",25,22,49,3.4,"56.1%","20.8%","0%",40,-138,-0.9,8.7,"24.8%",515,"25.9%","21.9%",0.56,0.19
"Vladimir","Top",1,"3.2%","48.4%","83.9%","100%","0%",4,2,4,4,"33.3%","18.2%","0%",66,-71,6,10.3,"32.6%",519,"20.9%","21.9%",0.43,0.2
"Xayah","ADC",10,"32.3%","3.2%","35.5%","60%","40%",33,19,50,4.4,"79.8%","18.8%","30%",379,125,1.7,10.7,"34.6%",587,"32.5%","28.4%",0.38,0.4
"Yasuo","Middle",2,"6.5%","0.0%","6.5%","50%","50%",12,8,10,2.8,"41.5%","16.0%","50%",-210,455,3.5,8.4,"29.7%",582,"22.2%","22.8%",0.48,0.1
"Zac","Jungle",4,"12.9%","3.2%","16.1%","25%","50%",4,14,22,1.9,"65.0%","21.5%","25%",-113,-102,-2.3,4.6,"13.1%",201,"10.6%","16.4%",0.41,0.36
"Zoe","Middle",2,"6.5%","3.2%","9.7%","50%","0%",4,2,6,5,"50.0%","10.5%","0%",38,162,-1.5,8,"20.1%",623,"33.4%","20.2%",0.53,0.16
