"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"LeBlanc","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Leona","Support",2,"20.0%","0.0%","20.0%","0%","-",2,14,22,1.7,"61.5%","25.5%","0%",-184,-219,0.5,1.2,"5.2%",131,"6.4%","9.3%",1.21,0.3
"Lucian","ADC",2,"20.0%","0.0%","20.0%","50%","-",8,8,11,2.4,"67.9%","21.1%","50%",0,523,5,7.9,"26.3%",496,"25.3%","24.2%",0.12,0.12
"Lulu","Middle",1,"10.0%","0.0%","10.0%","0%","-",4,5,8,2.4,"92.3%","21.7%","0%",364,133,14,7.8,"26.8%",336,"18.2%","25.2%",0.6,0.1
"Maokai","Top",4,"40.0%","60.0%","100.0%","75%","-",11,14,57,4.9,"76.4%","17.3%","0%",-211,-220,-9.3,6.4,"22.0%",434,"18.6%","19.4%",0.6,0.09
"Morgana","Support",1,"10.0%","60.0%","70.0%","100%","-",0,1,11,11,"73.3%","14.3%","0%",55,-449,-6,0.7,"3.0%",128,"7.2%","10.5%",1.12,0.48
"Nautilus","Support",9,"90.0%","10.0%","100.0%","56%","-",14,38,108,3.2,"73.9%","22.6%","44%",126,10,5,1.3,"5.0%",205,"9.6%","10.0%",1.32,0.43
"Nunu & Willump","-",0,"0%","30.0%","30.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",9,"90.0%","0.0%","90.0%","22%","-",23,32,82,3.3,"77.2%","16.8%","44%",84,123,3,4,"14.5%",336,"16.8%","19.9%",0.97,0.34
"Rumble","-",0,"0%","10.0%","10.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sejuani","Jungle",4,"40.0%","60.0%","100.0%","75%","-",7,13,43,3.8,"72.5%","18.3%","50%",-175,-47,2.3,3.6,"14.2%",282,"13.3%","17.9%",1.06,0.39
"Shyvana","Top",1,"10.0%","0.0%","10.0%","0%","-",0,4,2,0.5,"50.0%","19.0%","0%",0,323,-7,7.7,"30.0%",691,"39.5%","25.2%",0.6,0.11
"Sivir","ADC",4,"40.0%","0.0%","40.0%","75%","-",26,7,50,10.9,"85.4%","12.1%","25%",-29,-136,4.3,8.6,"31.1%",727,"30.5%","25.9%",0.24,0.21
"Thresh","Support",3,"30.0%","0.0%","30.0%","0%","-",3,15,22,1.7,"75.8%","21.4%","0%",-327,17,-4,0.9,"4.3%",131,"6.6%","9.7%",1.36,0.33
"Twisted Fate","Middle",2,"20.0%","10.0%","30.0%","100%","-",6,2,23,14.5,"76.3%","10.5%","50%",-186,-594,-25.5,8.7,"30.7%",504,"26.8%","26.8%",0.15,0.17
"Urgot","ADC",6,"60.0%","30.0%","100.0%","67%","-",54,16,61,7.2,"79.3%","16.5%","33%",137,119,0.8,6.8,"23.9%",647,"27.5%","23.8%",0.13,0.21
"Urgot","Middle",1,"10.0%","30.0%","100.0%","0%","-",2,4,2,1,"100.0%","19.0%","0%",63,172,18,7.9,"30.9%",495,"28.3%","26.2%",0.27,0.25
"Vladimir","Middle",1,"10.0%","30.0%","60.0%","0%","-",2,8,4,0.8,"75.0%","22.2%","0%",338,-157,28,6.7,"28.1%",696,"33.6%","25.2%",0.5,0.14
"Vladimir","Top",2,"20.0%","30.0%","60.0%","0%","-",3,8,12,1.9,"75.0%","21.1%","0%",69,412,4.5,6.1,"26.0%",388,"24.0%","20.3%",0.53,0.03
"Yorick","Top",1,"10.0%","10.0%","20.0%","0%","-",1,2,10,5.5,"78.6%","7.7%","0%",107,174,-4,6,"22.9%",382,"15.5%","19.3%",0.49,0.02
"Zed","Middle",2,"20.0%","40.0%","60.0%","100%","-",15,4,19,8.5,"63.0%","14.8%","50%",43,181,-6,7.2,"28.2%",588,"22.5%","23.1%",0.25,0.19
