"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"SaNTaS","Unicorns of Love.CIS","Support",9,"22%","67%",5,36,37,1.2,"59.2%","7.0%","24.0%","11%",-123,-213,0,1.3,"3.4%",111,"7.2%",,85,"8.9%",,1.43,0.49,0.34
"Serin","İstanbul Wildcats","Middle",6,"17%","50%",15,17,43,3.4,"63.7%","16.5%","13.1%","0%",-74,-266,-3.3,8.3,"26.1%",413,"22.8%",,247,"23.0%",,0.36,0.11,0.06
"ShowMaker","DWG KIA","Middle",26,"69%","77%",89,39,178,6.8,"68.8%","22.9%","13.2%","19%",219,112,4.8,8.9,"25.5%",570,"27.1%",,290,"24.1%",,0.46,0.21,0.28
"SolidSnake","INFINITY","Jungle",6,"17%","33%",15,19,23,2,"73.1%","28.8%","19.0%","17%",-252,-366,-5.2,5.8,"15.4%",264,"16.2%",,190,"19.5%",,0.38,0.34,0.44
"StarScreen","İstanbul Wildcats","Top",6,"17%","33%",15,31,35,1.6,"54.9%","16.5%","23.8%","0%",-409,-78,-7,7.1,"21.7%",466,"25.1%",,221,"20.0%",,0.4,0.18,0.24
"Steal","DetonatioN FocusMe","Jungle",6,"33%","50%",15,13,43,4.5,"80.6%","20.8%","17.6%","83%",172,-168,-4.2,6.1,"16.4%",231,"15.9%",,218,"20.0%",,0.49,0.38,0.46
"tinowns","paiN Gaming","Middle",6,"33%","50%",15,12,25,3.3,"58.8%","22.1%","10.5%","0%",-150,82,-2.7,8.2,"24.1%",463,"29.4%",,241,"22.6%",,0.51,0.27,0.24
"Vulcan","Cloud9","Support",16,"44%","50%",12,55,137,2.7,"63.1%","5.1%","25.3%","19%",11,-88,-0.5,1.3,"2.8%",137,"7.3%",,102,"9.0%",,1.51,0.51,0.31
"Wei","Royal Never Give Up","Jungle",27,"78%","52%",86,65,224,4.8,"67.0%","18.6%","19.8%","44%",155,140,0.3,6.1,"16.3%",383,"18.9%",,224,"18.0%",,0.72,0.4,0.46
"WhiteLotus","INFINITY","ADC",6,"17%","67%",13,15,19,2.1,"61.5%","25.0%","15.0%","17%",-14,24,1.8,9.7,"33.0%",349,"21.1%",,271,"27.3%",,0.91,0.15,0.42
"Xiaobai","Royal Never Give Up","Top",1,"100%","100%",2,0,8,10,"45.5%","9.1%","0.0%","0%",-195,385,-1,7.7,"19.5%",357,"17.4%",,277,"20.1%",,0.44,0.22,0.09
"Xiaohu","Royal Never Give Up","Middle",1,"100%","100%",13,0,3,16,"72.7%","59.1%","0.0%","0%",1564,421,2,9.5,"31.2%",694,"33.9%",,412,"29.8%",,0.49,0.18,0.22
"Xiaohu","Royal Never Give Up","Top",26,"77%","38%",75,63,183,4.1,"58.5%","17.0%","19.6%","15%",412,205,10.1,8.2,"23.7%",432,"21.6%",,288,"23.0%",,0.46,0.19,0.23
"Yutapon","DetonatioN FocusMe","ADC",6,"33%","50%",17,9,21,4.2,"52.8%","23.6%","12.2%","17%",-297,136,-5.8,9.7,"33.4%",315,"20.6%",,283,"25.9%",,0.71,0.1,0.34
"Zven","Cloud9","ADC",16,"44%","50%",56,34,79,4,"57.2%","23.7%","15.7%","19%",1,-39,4.3,9,"28.6%",495,"26.2%",,286,"25.2%",,0.52,0.12,0.4
