"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kha'Zix","Jungle",51,"45.5%","30.4%","75.9%","45%","31%",206,186,277,2.6,"64.6%","24.3%","51%",-66,-58,-4,4.2,"13.7%",374,"18.8%","18.7%",0.46,0.25
"Kled","Top",2,"1.8%","0.0%","1.8%","50%","50%",11,11,13,2.2,"61.5%","22.9%","0%",-192,-575,-27,7.1,"30.9%",471,"21.9%","22.6%",0.41,0.14
"Kog'Maw","ADC",1,"0.9%","0.0%","0.9%","100%","0%",15,2,5,10,"80.0%","14.3%","0%",533,157,9,9.1,"37.4%",1142,"45.0%","30.8%",0.33,0.15
"LeBlanc","Middle",12,"10.7%","75.0%","85.7%","58%","8%",62,27,35,3.6,"52.4%","16.8%","25%",142,108,4.9,7.8,"26.9%",449,"23.2%","23.3%",0.45,0.2
"Lee Sin","Jungle",31,"27.7%","16.1%","43.8%","48%","55%",109,122,219,2.7,"63.7%","23.1%","16%",-35,136,5.6,3.7,"11.9%",270,"13.5%","17.4%",0.9,0.24
"Leona","Support",3,"2.7%","0.0%","2.7%","67%","100%",0,19,38,2,"52.8%","32.8%","100%",317,16,9.7,1.4,"5.0%",122,"5.5%","11.8%",1.18,0.29
"Lucian","ADC",1,"0.9%","0.0%","0.9%","0%","100%",0,2,5,2.5,"45.5%","18.2%","0%",-170,-253,-6,8.5,"33.3%",359,"20.9%","23.1%",0.36,0.16
"Lulu","Support",24,"21.4%","17.9%","39.3%","54%","54%",18,62,242,4.2,"70.7%","18.9%","17%",45,68,-4,0.6,"2.3%",162,"8.0%","12.0%",1.2,0.36
"Malzahar","Middle",2,"1.8%","37.5%","65.2%","0%","50%",8,14,16,1.7,"57.1%","23.3%","0%",344,723,17.5,6.8,"20.8%",740,"26.7%","20.3%",0.53,0.09
"Malzahar","Support",29,"25.9%","37.5%","65.2%","69%","3%",63,125,278,2.7,"58.8%","28.6%","28%",-102,-22,-2.6,1,"4.7%",315,"14.0%","13.3%",1.28,0.39
"Maokai","Top",37,"33.0%","15.2%","48.2%","49%","49%",71,90,232,3.4,"60.8%","18.4%","22%",6,-35,-0.1,7.5,"24.4%",371,"19.5%","20.7%",0.44,0.13
"Miss Fortune","ADC",2,"1.8%","20.5%","34.8%","0%","50%",0,5,6,1.2,"40.0%","15.2%","0%",34,-65,3.5,8.1,"25.6%",331,"22.1%","20.5%",0.43,0.13
"Miss Fortune","Support",14,"12.5%","20.5%","34.8%","43%","79%",18,56,110,2.3,"59.8%","20.5%","14%",194,89,0.9,1.2,"4.9%",431,"20.4%","14.2%",1.21,0.41
"Morgana","Support",1,"0.9%","1.8%","2.7%","100%","100%",0,5,14,2.8,"73.7%","33.3%","0%",-32,-38,-9,0.5,"2.0%",137,"6.6%","11.1%",1.35,0.23
"Nami","Support",18,"16.1%","10.7%","26.8%","44%","83%",13,50,136,3,"70.3%","19.5%","11%",-97,-24,-3.3,0.4,"1.8%",155,"8.1%","11.5%",1.13,0.32
"Nautilus","Top",35,"31.3%","5.4%","36.6%","51%","63%",75,93,236,3.3,"61.5%","18.0%","17%",52,186,1,7.5,"25.6%",395,"19.5%","20.6%",0.47,0.12
"Nidalee","Jungle",4,"3.6%","3.6%","7.1%","0%","100%",8,15,24,2.1,"84.2%","20.5%","25%",134,55,1.8,4.7,"16.4%",361,"18.6%","19.8%",0.54,0.4
"Olaf","Jungle",5,"4.5%","1.8%","6.3%","60%","100%",21,21,43,3,"68.1%","26.9%","40%",-128,-151,-0.4,3.9,"14.0%",373,"16.3%","18.2%",0.81,0.36
"Orianna","Middle",28,"25.0%","6.3%","31.3%","50%","75%",105,69,160,3.8,"65.9%","17.4%","18%",-57,22,0.5,9,"30.8%",497,"25.9%","25.1%",0.44,0.15
"Poppy","Top",20,"17.9%","10.7%","28.6%","50%","40%",48,46,99,3.2,"52.5%","16.7%","10%",-64,-111,-5.1,7.4,"24.6%",388,"20.3%","20.6%",0.46,0.11
"Quinn","-",0,"0%","0.9%","0.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",21,"18.8%","10.7%","29.5%","33%","48%",47,76,139,2.4,"67.4%","22.4%","52%",134,20,2.3,4.3,"13.4%",243,"12.7%","17.9%",0.84,0.36
"Renekton","Top",10,"8.9%","3.6%","12.5%","40%","30%",32,27,36,2.5,"50.4%","17.2%","40%",277,141,15,8.9,"32.1%",357,"19.5%","24.4%",0.46,0.18
"Rengar","Jungle",17,"15.2%","75.0%","90.2%","59%","35%",55,60,100,2.6,"64.0%","27.4%","24%",-47,110,12.1,4.6,"14.8%",300,"15.8%","19.1%",0.63,0.22
"Riven","Top",1,"0.9%","0.0%","0.9%","100%","100%",9,2,7,8,"43.2%","16.7%","100%",384,15,-2,9.6,"33.2%",855,"24.8%","23.9%",0.5,0.13
"Rumble","Jungle",1,"0.9%","5.4%","15.2%","0%","100%",1,4,1,0.5,"40.0%","33.3%","0%",-444,-1152,3,4.9,"16.3%",323,"14.3%","19.0%",1.05,0.16
"Rumble","Top",10,"8.9%","5.4%","15.2%","60%","80%",31,23,49,3.5,"58.4%","15.9%","10%",136,141,7.2,8.2,"28.1%",627,"29.1%","22.3%",0.5,0.12
"Ryze","Middle",33,"29.5%","42.0%","71.4%","48%","52%",114,85,151,3.1,"63.9%","19.4%","21%",-78,-76,-4.7,8.9,"30.1%",420,"24.2%","25.0%",0.52,0.15
"Shen","Top",40,"35.7%","49.1%","84.8%","50%","33%",94,90,303,4.4,"65.6%","15.3%","25%",-118,-113,-6.3,7.6,"25.3%",314,"16.1%","20.8%",0.44,0.11
"Singed","Top",1,"0.9%","0.0%","0.9%","0%","100%",0,3,1,0.3,"25.0%","25.0%","0%",-156,-404,-15,6.1,"20.0%",49,"4.8%","17.4%",0.5,0.09
"Sion","Top",1,"0.9%","0.9%","1.8%","100%","100%",2,3,20,7.3,"59.5%","20.0%","0%",-5,-284,1,6.4,"21.2%",487,"16.6%","17.0%",0.5,0.04
"Sivir","ADC",17,"15.2%","8.0%","23.2%","59%","76%",54,29,100,5.3,"65.5%","13.7%","18%",-15,107,2.8,9.6,"33.3%",548,"26.3%","25.4%",0.33,0.19
"Syndra","Middle",39,"34.8%","38.4%","73.2%","54%","13%",164,114,176,3,"63.6%","21.2%","26%",165,18,6.9,8.7,"29.2%",565,"29.7%","24.7%",0.47,0.16
"Tahm Kench","Support",15,"13.4%","7.1%","20.5%","33%","87%",11,45,117,2.8,"62.1%","18.2%","33%",39,-39,11.1,1.4,"4.7%",122,"6.7%","11.8%",1.29,0.28
"Taliyah","Middle",12,"10.7%","12.5%","23.2%","75%","67%",64,46,95,3.5,"64.6%","25.8%","17%",3,-68,-3.6,8.2,"27.2%",710,"30.4%","23.3%",0.42,0.14
"Taric","Support",4,"3.6%","0.9%","4.5%","50%","50%",7,8,37,5.5,"58.7%","15.4%","25%",137,27,6.8,1.3,"4.7%",126,"5.6%","12.0%",1.08,0.34
"Teemo","ADC",1,"0.9%","0.0%","0.9%","0%","100%",5,9,4,1,"81.8%","25.7%","0%",-615,-42,-9,4.5,"17.3%",625,"31.3%","22.1%",0.32,0.2
"Thresh","Support",18,"16.1%","12.5%","28.6%","61%","67%",15,61,177,3.1,"70.6%","21.4%","33%",56,173,8.1,1,"3.2%",135,"7.5%","11.4%",1.25,0.36
"Tristana","ADC",7,"6.3%","0.0%","6.3%","71%","43%",25,9,29,6,"59.3%","13.4%","14%",118,23,4,8.5,"31.7%",469,"24.1%","24.9%",0.38,0.19
"Trundle","Support",1,"0.9%","4.5%","10.7%","0%","100%",2,5,11,2.6,"59.1%","15.6%","0%",-398,-790,-3,1,"4.3%",129,"5.4%","12.3%",1.48,0.48
"Trundle","Top",6,"5.4%","4.5%","10.7%","67%","67%",13,14,23,2.6,"40.9%","17.7%","17%",255,188,6.8,9.5,"31.4%",321,"17.2%","23.8%",0.41,0.16
"Twitch","ADC",1,"0.9%","0.9%","1.8%","100%","100%",7,1,9,16,"43.2%","8.3%","100%",-33,37,-9,8,"24.2%",828,"24.0%","21.1%",0.3,0.1
"Varus","ADC",49,"43.8%","46.4%","90.2%","65%","18%",203,118,325,4.5,"63.5%","17.5%","27%",155,67,3.2,8.3,"27.7%",625,"28.5%","23.1%",0.35,0.14
"Veigar","-",0,"0%","1.8%","1.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vel'Koz","Support",1,"0.9%","0.9%","1.8%","0%","100%",1,5,8,1.8,"50.0%","26.3%","0%",189,-90,3,0.7,"2.5%",473,"22.1%","11.3%",0.81,0.19
"Viktor","Middle",2,"1.8%","0.0%","1.8%","0%","100%",10,11,5,1.4,"60.0%","30.6%","50%",-24,-353,-11,7.7,"27.8%",612,"35.3%","23.9%",0.44,0.11
"Vladimir","Middle",3,"2.7%","0.9%","3.6%","33%","100%",8,6,6,2.3,"56.0%","11.8%","33%",-336,-405,-12.3,7.1,"26.4%",418,"25.0%","21.7%",0.41,0.08
"Warwick","Jungle",2,"1.8%","0.9%","2.7%","50%","100%",3,13,12,1.2,"51.7%","26.5%","50%",234,40,9,3.5,"11.7%",169,"7.4%","16.9%",0.31,0.15
"Xerath","Middle",1,"0.9%","0.0%","0.9%","0%","100%",4,2,2,3,"54.5%","9.5%","0%",361,336,23,8.3,"28.4%",765,"36.7%","24.0%",0.41,0.19
"Yasuo","Middle",1,"0.9%","0.0%","0.9%","100%","0%",5,9,11,1.8,"39.0%","40.9%","100%",287,-101,6,7,"23.4%",588,"17.5%","17.8%",0.28,0.07
"Zac","Jungle",1,"0.9%","0.0%","0.9%","0%","100%",0,2,2,1,"100.0%","13.3%","0%",-1026,-1158,-16,4.3,"16.1%",166,"17.6%","18.8%",0.62,0.25
"Zed","Middle",3,"2.7%","1.8%","4.5%","33%","67%",15,16,10,1.6,"42.4%","32.7%","33%",-213,19,-3,7.2,"20.7%",577,"25.3%","21.1%",0.5,0.09
"Ziggs","ADC",2,"1.8%","0.0%","4.5%","50%","50%",16,14,18,2.4,"75.6%","25.5%","0%",-1210,-412,-19.5,6.8,"25.6%",896,"35.7%","21.8%",0.39,0.14
"Ziggs","Middle",2,"1.8%","0.0%","4.5%","50%","100%",11,8,17,3.5,"68.3%","14.5%","0%",-20,68,-1.5,7.7,"27.4%",1282,"42.8%","23.7%",0.45,0.23
"Ziggs","Support",1,"0.9%","0.0%","4.5%","0%","100%",0,6,3,0.5,"50.0%","35.3%","0%",-26,-433,-2,1.6,"6.3%",462,"25.1%","13.0%",0.89,0.22
"Zilean","Support",1,"0.9%","0.0%","0.9%","0%","100%",0,1,4,4,"50.0%","11.1%","0%",-158,-483,-6,0.6,"3.5%",119,"7.5%","11.6%",1.3,0.31
"Zyra","Support",28,"25.0%","33.0%","58.0%","43%","25%",39,105,208,2.4,"62.1%","22.9%","14%",-44,127,-5.7,0.8,"3.6%",383,"18.6%","13.2%",1.21,0.37
