"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Rumble","Middle",1,"9.1%","0.0%","9.1%","0%","100%",3,3,4,2.3,"77.8%","16.7%","100%",559,-195,3,7.7,"26.1%",650,"35.8%","25.1%",0.43,0.03
"Ryze","Middle",2,"18.2%","18.2%","36.4%","0%","50%",5,11,8,1.2,"68.4%","23.4%","0%",-102,-342,-3.5,8.9,"31.9%",558,"26.6%","27.7%",0.45,0.12
"Senna","ADC",6,"54.5%","27.3%","81.8%","67%","17%",28,10,66,9.4,"87.9%","15.2%","50%",-527,-197,-68.7,2.3,"12.2%",578,"26.9%","18.5%",1.01,0.44
"Seraphine","ADC",1,"9.1%","90.9%","100.0%","100%","0%",2,0,16,18,"78.3%","0.0%","0%",-471,-253,-16,6.5,"18.7%",271,"11.3%","17.8%",0.37,0.18
"Sett","Top",1,"9.1%","18.2%","27.3%","100%","100%",4,1,6,10,"71.4%","14.3%","0%",247,217,19,8.1,"28.1%",492,"22.4%","26.2%",0.34,0.15
"Sion","Top",8,"72.7%","18.2%","90.9%","63%","38%",13,22,77,4.1,"67.2%","23.7%","25%",-241,-189,-8.8,6.1,"18.0%",316,"15.3%","17.4%",0.5,0.18
"Sylas","Middle",2,"18.2%","36.4%","54.5%","50%","0%",8,4,15,5.8,"82.1%","16.7%","50%",-181,-137,-6.5,8.3,"29.4%",569,"31.9%","26.2%",0.45,0.13
"Syndra","Middle",2,"18.2%","0.0%","18.2%","0%","50%",4,6,11,2.5,"60.0%","15.4%","50%",97,291,-1.5,7.9,"24.8%",577,"25.8%","21.5%",0.41,0.19
"Tahm Kench","Support",5,"45.5%","18.2%","63.6%","80%","40%",2,6,65,11.2,"71.3%","13.3%","60%",604,269,47,4.6,"11.7%",159,"7.3%","14.8%",0.72,0.17
"Thresh","Support",2,"18.2%","27.3%","45.5%","0%","50%",0,8,5,0.6,"50.0%","19.0%","0%",57,-25,-15,1,"1.4%",129,"8.7%","7.4%",1.77,0.24
"Tristana","ADC",1,"9.1%","63.6%","72.7%","100%","0%",5,1,7,12,"66.7%","8.3%","0%",44,-38,-3,10,"35.8%",490,"24.9%","27.6%",0.87,0.49
"Trundle","Jungle",1,"9.1%","0.0%","9.1%","100%","100%",0,3,15,5,"83.3%","33.3%","0%",-207,20,0,4.5,"15.3%",137,"5.8%","14.2%",0.34,0.43
"Udyr","Jungle",3,"27.3%","27.3%","54.5%","33%","67%",6,9,19,2.8,"65.8%","14.8%","0%",236,558,16,5.5,"17.3%",233,"11.2%","19.1%",0.33,0.48
"Urgot","Top",2,"18.2%","9.1%","27.3%","0%","50%",8,8,4,1.5,"63.2%","26.7%","100%",319,236,5.5,7.5,"24.3%",320,"14.3%","25.3%",0.46,0.29
"Varus","-",0,"0%","18.2%","18.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vayne","ADC",1,"9.1%","0.0%","9.1%","0%","100%",0,2,1,0.5,"100.0%","9.5%","0%",900,477,83,8.9,"35.2%",334,"21.2%","29.9%",0.46,0.27
"Viktor","Middle",6,"54.5%","18.2%","72.7%","83%","17%",34,13,46,6.2,"80.8%","21.0%","17%",-46,-47,2.8,8.9,"31.4%",748,"35.0%","26.2%",0.39,0.2
"Vladimir","Middle",1,"9.1%","0.0%","9.1%","0%","100%",4,3,1,1.7,"71.4%","21.4%","100%",2,2,-1,8.1,"27.7%",454,"26.4%","27.8%",0.41,0.26
"Volibear","Jungle",3,"27.3%","9.1%","36.4%","67%","33%",6,6,21,4.5,"61.4%","20.7%","33%",-148,61,-6.3,5,"15.1%",255,"13.6%","16.7%",0.35,0.27
"Wukong","Top",1,"9.1%","9.1%","18.2%","100%","100%",2,0,9,11,"57.9%","0.0%","0%",-555,-731,-24,6.7,"23.6%",197,"10.2%","19.8%",0.4,0.11
"Xayah","ADC",2,"18.2%","9.1%","27.3%","0%","0%",6,5,9,3,"65.2%","11.9%","0%",208,67,41,8.4,"31.5%",734,"33.0%","25.1%",0.45,0.25
"Zoe","Middle",1,"9.1%","9.1%","18.2%","0%","100%",2,1,4,6,"85.7%","8.3%","0%",-251,-609,-11,7,"21.8%",394,"20.4%","21.7%",0.34,0.14
