"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"knight","Topsports Gaming","Middle",11,"45%","9%",45,21,49,4.5,"70.7%","33.8%","14.2%","27%",-102,-2,-1.5,8.4,"25.3%",489,"29.1%",,267,"24.9%",,0.3,0.14,0.24
"LokeN","Topsports Gaming","ADC",11,"45%","73%",33,25,42,3,"56.4%","24.8%","16.9%","9%",132,-122,0.5,9.1,"30.2%",436,"25.2%",,290,"27.0%",,0.38,0.19,0.39
"LvMao","JD Gaming","Support",17,"53%","53%",21,62,157,2.9,"69.8%","8.2%","23.7%","41%",19,-14,-1.4,1.4,"5.0%",164,"8.6%",,121,"10.4%",,1.33,0.44,0.22
"Lwx","FunPlus Phoenix","ADC",9,"56%","44%",37,22,48,3.9,"65.4%","28.5%","23.9%","22%",5,2,-0.1,9.2,"29.1%",416,"23.8%",,298,"25.3%",,0.33,0.1,0.33
"Mark","SinoDragon Gaming","Support",6,"50%","33%",2,14,42,3.1,"74.6%","3.4%","20.0%","17%",-148,-158,-0.8,1.5,"5.2%",119,"7.2%",,123,"10.8%",,1.39,0.39,0.28
"Meiko","EDward Gaming","Support",3,"0%","67%",2,7,19,3,"77.8%","7.4%","17.9%","0%",146,12,-0.3,1.6,"6.0%",134,"9.3%",,103,"11.0%",,1.44,0.5,0.16
"Ming","Royal Never Give Up","Support",5,"40%","40%",4,19,54,3.1,"78.4%","5.4%","22.1%","0%",122,57,-4.8,1.1,"4.1%",161,"10.2%",,124,"11.7%",,1.68,0.58,0.24
"Missing","Team WE","Support",4,"25%","50%",2,18,33,1.9,"70.0%","4.0%","26.9%","0%",-304,26,7.3,1.7,"6.3%",178,"10.8%",,116,"10.3%",,1.53,0.32,0.23
"Moyu","Topsports Gaming","Top",5,"40%","40%",16,26,25,1.6,"61.2%","23.9%","32.1%","20%",-486,-409,-11,7,"23.4%",389,"22.8%",,218,"20.8%",,0.42,0.2,0.19
"Mystic","Team WE","ADC",4,"25%","75%",16,17,13,1.7,"58.0%","32.0%","25.4%","0%",-321,-285,-10.3,9.3,"31.8%",388,"21.7%",,292,"26.0%",,0.35,0.11,0.42
"Ning","Invictus Gaming","Jungle",7,"86%","57%",37,22,56,4.2,"69.4%","27.6%","21.8%","43%",191,63,0.3,4.7,"13.4%",306,"14.4%",,232,"18.3%",,0.91,0.36,0.44
"Poss","Team WE","Top",4,"25%","25%",8,7,12,2.9,"40.0%","16.0%","10.4%","25%",-142,32,-4.8,8.4,"25.6%",321,"22.2%",,256,"23.2%",,0.41,0.18,0.19
"Ray","EDward Gaming","Top",3,"0%","33%",8,9,7,1.7,"55.6%","29.6%","23.1%","0%",-468,-358,-18,7.3,"25.3%",339,"23.1%",,215,"22.0%",,0.42,0.16,0.08
"Rookie","Invictus Gaming","Middle",7,"86%","57%",26,16,46,4.5,"53.7%","19.4%","15.8%","29%",-53,46,3.7,8.5,"24.9%",495,"23.8%",,272,"21.5%",,0.41,0.22,0.32
"Scout","EDward Gaming","Middle",3,"0%","67%",6,8,11,2.1,"63.0%","22.2%","20.5%","33%",142,-88,-3.7,7.6,"22.9%",428,"27.3%",,216,"22.6%",,0.31,0.1,0.28
"TheShy","Invictus Gaming","Top",7,"86%","43%",29,23,57,3.7,"64.2%","21.6%","22.8%","14%",694,555,17.6,8.2,"23.0%",635,"29.7%",,292,"23.2%",,0.39,0.08,0.16
"Tian","FunPlus Phoenix","Jungle",9,"56%","56%",34,17,53,5.1,"66.9%","26.2%","18.5%","56%",358,223,0.2,5,"13.8%",302,"17.7%",,209,"18.3%",,0.69,0.41,0.54
"Twila","SinoDragon Gaming","Middle",6,"50%","67%",11,12,28,3.3,"66.1%","18.6%","17.1%","0%",-4,128,3.8,8.2,"24.8%",459,"27.1%",,243,"22.2%",,0.43,0.15,0.28
"Uzi","Royal Never Give Up","ADC",5,"40%","80%",33,16,22,3.4,"74.3%","44.6%","18.6%","20%",248,69,13.2,9.4,"37.3%",510,"31.9%",,329,"30.7%",,0.4,0.13,0.42
"Xiaohu","Royal Never Give Up","Middle",5,"40%","60%",11,13,38,3.8,"66.2%","14.9%","15.1%","20%",-60,-402,-2,7.5,"23.9%",358,"23.1%",,231,"21.6%",,0.38,0.16,0.24
"Xiaopeng","SinoDragon Gaming","Jungle",6,"50%","50%",20,16,19,2.4,"66.1%","33.9%","22.9%","33%",396,400,10.5,5.8,"16.8%",256,"16.2%",,226,"20.3%",,0.45,0.32,0.5
"xiye","Team WE","Middle",4,"25%","50%",14,12,22,3,"72.0%","28.0%","17.9%","0%",4,68,2.8,8.1,"22.5%",504,"30.7%",,252,"22.7%",,0.26,0.12,0.23
"Xx","Topsports Gaming","Jungle",11,"45%","55%",23,27,70,3.4,"69.9%","17.3%","18.2%","27%",-504,-274,-1.5,4.8,"14.0%",259,"15.0%",,184,"16.8%",,0.8,0.34,0.47
"Yagao","JD Gaming","Middle",17,"53%","65%",42,48,128,3.5,"66.7%","16.5%","18.3%","18%",47,117,0.4,7.9,"24.3%",460,"24.3%",,248,"21.4%",,0.44,0.15,0.18
"Zoom","JD Gaming","Top",17,"53%","53%",58,43,112,4,"66.7%","22.7%","16.4%","18%",140,20,5.5,8.5,"28.5%",533,"27.8%",,289,"24.9%",,0.44,0.14,0.16
"Zz1tai","Royal Never Give Up","Top",5,"40%","40%",9,18,30,2.2,"52.7%","12.2%","20.9%","0%",-603,-453,-16,6.3,"21.3%",266,"16.9%",,191,"17.6%",,0.44,0.11,0.15
