"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Piglet","Team Liquid","ADC",13,"62%",,60,23,72,5.7,"67.0%","30.5%","16.3%","8%",-95,14,-4,8.2,"31.0%",608,"29.7%",,266,"25.6%",,0.18,0.05,0.18
"Quas","Team Liquid","Top",13,"62%",,44,24,95,5.8,"70.6%","22.3%","17.0%","8%",-26,-89,-4,6.5,"23.5%",454,"22.5%",,213,"20.5%",,0.29,0.04,0.11
"Rush","Team Impulse","Jungle",13,"46%",,32,35,96,3.7,"78.5%","19.6%","21.2%","31%",-170,-252,-7,3,"9.3%",258,"14.1%",,177,"17.0%",,0.66,0.05,0.18
"Saintvicious","Gravity","Jungle",4,"25%",,8,14,21,2.1,"78.4%","21.6%","19.2%","75%",-108,281,6.5,3.9,"14.3%",296,"16.0%",,198,"20.7%",,0.61,0.08,0.26
"Santorin","TSM","Jungle",8,"75%",,11,6,80,15.2,"76.5%","9.2%","9.2%","50%",270,198,2.8,4,"15.0%",272,"14.0%",,214,"19.7%",,0.65,0.08,0.35
"Sneaky","Cloud9","ADC",9,"44%",,36,19,36,3.8,"82.8%","41.4%","16.0%","33%",105,49,5.7,8.8,"33.4%",537,"30.8%",,277,"28.7%",,0.11,0.03,0.17
"WildTurtle","TSM","ADC",8,"75%",,49,17,35,4.9,"70.6%","41.2%","26.2%","13%",-34,51,-1.5,8.4,"31.8%",558,"29.0%",,287,"26.5%",,0.11,0.02,0.11
"XiaoWeiXiao","Team Impulse","Middle",13,"46%",,45,32,64,3.4,"66.9%","27.6%","19.4%","23%",2,80,0.8,9.4,"33.1%",523,"28.6%",,273,"26.5%",,0.4,0.07,0.15
"Xmithie","Counter Logic Gaming","Jungle",3,"0%",,4,16,17,1.3,"77.8%","14.8%","23.2%","67%",-19,-29,-1.7,3.4,"12.3%",182,"10.2%",,149,"16.8%",,1.03,0.11,0.3
"Xpecial","Team Liquid","Support",13,"62%",,11,34,134,4.3,"73.6%","5.6%","24.1%","8%",-5,-24,-2.5,0.8,"3.0%",111,"5.6%",,107,"10.2%",,1.24,0.19,0.23
