"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ryze","Middle",1,"7.1%","0.0%","7.1%","0%","100%",4,4,7,2.8,"73.3%","14.8%","0%",184,-85,12,8.8,"32.2%",693,"31.6%","26.0%",0.49,0.21
"Shen","Top",3,"21.4%","71.4%","92.9%","33%","33%",3,8,16,2.4,"61.3%","20.0%","33%",-49,-400,-7.7,7.7,"26.2%",296,"16.9%","20.5%",0.59,0.15
"Sona","Support",1,"7.1%","7.1%","14.3%","100%","100%",0,3,11,3.7,"84.6%","50.0%","100%",-19,-200,1,0.9,"3.9%",228,"9.2%","13.6%",1.15,0.54
"Syndra","Middle",5,"35.7%","14.3%","50.0%","20%","60%",18,20,17,1.8,"72.9%","23.5%","20%",-146,-147,3.4,8.5,"26.6%",517,"29.4%","24.7%",0.49,0.11
"Tahm Kench","Support",3,"21.4%","14.3%","35.7%","0%","67%",1,11,11,1.1,"60.0%","18.0%","0%",-112,11,9,1.4,"5.1%",142,"8.5%","11.6%",1.23,0.26
"Taliyah","Middle",4,"28.6%","7.1%","35.7%","50%","50%",24,15,28,3.5,"74.3%","30.6%","75%",104,-163,-9,7.5,"27.1%",588,"28.5%","23.0%",0.48,0.18
"Talon","Middle",1,"7.1%","0.0%","7.1%","100%","100%",10,2,5,7.5,"75.0%","9.5%","0%",637,790,28,9.6,"35.2%",697,"25.7%","28.0%",0.31,0.31
"Thresh","-",0,"0%","21.4%","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tristana","ADC",1,"7.1%","0.0%","7.1%","100%","100%",4,0,10,14,"70.0%","0.0%","0%",-16,334,2,9,"30.6%",687,"32.9%","24.0%",0.36,0.41
"Varus","ADC",5,"35.7%","7.1%","42.9%","20%","20%",11,16,21,2,"56.1%","17.6%","0%",-25,-55,0.6,8.1,"27.7%",508,"24.7%","22.9%",0.43,0.19
"Viktor","Middle",1,"7.1%","7.1%","14.3%","100%","100%",8,1,6,14,"77.8%","14.3%","0%",339,595,17,8.4,"27.6%",668,"32.4%","25.1%",0.5,0.32
"Vladimir","Middle",4,"28.6%","50.0%","78.6%","25%","50%",16,20,14,1.5,"63.8%","30.3%","25%",110,-73,1.8,8.4,"29.8%",599,"29.9%","24.0%",0.48,0.22
"Zilean","Support",1,"7.1%","0.0%","7.1%","0%","100%",0,3,5,1.7,"55.6%","16.7%","0%",211,37,2,0.7,"2.1%",182,"10.3%","12.2%",1.29,0.38
"Zyra","Support",4,"28.6%","42.9%","71.4%","50%","25%",4,12,32,3,"67.9%","17.6%","50%",58,-27,-3,0.9,"3.7%",333,"17.2%","13.7%",1.3,0.47
