"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kha'Zix","Jungle",1,"6.7%","0.0%","6.7%","0%","100%",1,7,5,0.9,"66.7%","41.2%","0%",-140,-597,-5,4.3,"10.0%",324,"17.6%","13.2%",1.3,0.42
"Kog'Maw","ADC",1,"6.7%","13.3%","20.0%","0%","100%",3,1,1,4,"66.7%","14.3%","0%",-296,-188,-15,11.1,"30.7%",308,"33.3%","27.9%",0.58,0.7
"LeBlanc","-",0,"0%","13.3%","13.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Leona","-",0,"0%","6.7%","6.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Malphite","Top",1,"6.7%","0.0%","6.7%","100%","100%",3,0,1,4,"36.4%","-","0%",-138,206,-4,10.5,"29.1%",355,"24.8%","22.4%",0.67,0.21
"Maokai","Top",1,"6.7%","0.0%","6.7%","0%","0%",1,2,2,1.5,"100.0%","14.3%","0%",98,-147,5,8.6,"22.7%",396,"27.9%","23.5%",0.47,0.14
"Morgana","Support",4,"26.7%","26.7%","53.3%","100%","100%",4,4,41,11.3,"80.4%","16.7%","50%",98,145,-9,0.7,"2.6%",250,"13.4%","11.5%",1.48,0.51
"Nidalee","-",0,"0%","20.0%","20.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Olaf","Jungle",6,"40.0%","53.3%","93.3%","50%","0%",8,9,22,3.3,"63.8%","18.4%","50%",344,581,8,5.7,"13.1%",194,"11.6%","17.0%",1.34,0.64
"Ornn","Top",3,"20.0%","0.0%","20.0%","100%","33%",5,5,24,5.8,"76.3%","33.3%","67%",204,75,2.3,7.5,"20.8%",406,"22.3%","19.0%",0.52,0.15
"Poppy","Top",1,"6.7%","0.0%","6.7%","0%","100%",2,3,1,1,"33.3%","17.6%","0%",-68,-170,-3,8.6,"23.0%",349,"18.9%","21.4%",0.37,0.14
"Rakan","Support",5,"33.3%","40.0%","73.3%","40%","20%",5,6,32,6.2,"80.4%","11.3%","20%",81,-162,-7.6,0.8,"2.7%",132,"7.6%","10.1%",1.61,0.6
"Renekton","Top",1,"6.7%","0.0%","6.7%","0%","100%",0,6,2,0.3,"50.0%","37.5%","0%",-446,-150,-1,8.8,"27.1%",234,"17.0%","23.7%",0.59,0.11
"Ryze","Top",2,"13.3%","53.3%","66.7%","50%","50%",4,7,5,1.3,"75.0%","25.9%","50%",33,-25,10.5,9.4,"27.8%",513,"20.4%","24.4%",0.76,0.33
"Sejuani","Jungle",4,"26.7%","33.3%","60.0%","75%","50%",6,6,30,6,"90.0%","26.1%","100%",196,168,9.3,5.7,"14.1%",164,"9.4%","17.3%",1.09,0.45
"Shen","Support",1,"6.7%","0.0%","20.0%","100%","100%",3,1,7,10,"62.5%","11.1%","0%",-520,349,7,1.7,"4.6%",132,"8.4%","11.6%",1.86,0.39
"Shen","Top",2,"13.3%","0.0%","20.0%","0%","50%",1,4,9,2.5,"90.9%","18.2%","50%",-83,-37,-3,9.4,"29.7%",250,"18.8%","24.4%",0.58,0.15
"Sion","Middle",1,"6.7%","13.3%","33.3%","100%","0%",1,0,8,9,"64.3%","0.0%","0%",339,133,17,9.2,"24.3%",425,"19.5%","20.2%",0.54,0.03
"Sion","Top",2,"13.3%","13.3%","33.3%","50%","0%",3,5,7,2,"62.5%","20.8%","50%",240,258,2,9.3,"24.7%",376,"23.1%","21.8%",0.61,0.18
"Skarner","Jungle",5,"33.3%","20.0%","53.3%","60%","60%",2,8,24,3.3,"56.5%","18.2%","40%",-55,100,2.8,5.1,"11.7%",113,"5.9%","15.2%",1.47,0.6
"Swain","Middle",3,"20.0%","73.3%","100.0%","33%","33%",8,8,12,2.5,"74.1%","20.5%","33%",-118,-205,-10.3,8.4,"23.1%",499,"32.2%","22.3%",0.54,0.3
"Swain","Top",1,"6.7%","73.3%","100.0%","100%","0%",3,2,2,2.5,"55.6%","66.7%","0%",-183,155,-11,8.4,"21.4%",521,"26.6%","21.2%",0.61,0.12
"Tahm Kench","Support",6,"40.0%","33.3%","73.3%","33%","33%",2,13,23,1.9,"65.8%","20.0%","17%",36,97,6.3,2.1,"6.2%",102,"6.7%","10.6%",1.65,0.19
"Taliyah","Middle",8,"53.3%","13.3%","66.7%","50%","38%",17,11,34,4.6,"68.9%","16.4%","63%",71,87,0.8,9.9,"26.4%",413,"25.0%","23.8%",0.68,0.22
"Thresh","Support",1,"6.7%","20.0%","26.7%","100%","100%",0,0,11,11,"68.8%","0.0%","0%",-15,158,7,1.2,"2.9%",168,"7.8%","9.6%",1.87,0.42
"Tristana","ADC",3,"20.0%","0.0%","20.0%","33%","67%",7,2,8,7.5,"75.0%","6.1%","0%",-255,50,-7.3,10.8,"34.4%",545,"30.2%","28.6%",0.52,0.26
"Trundle","Jungle",6,"40.0%","40.0%","80.0%","33%","50%",9,13,42,3.9,"87.9%","19.4%","33%",-30,-269,-3.3,5.1,"12.9%",151,"8.6%","17.0%",0.51,0.76
"Varus","ADC",5,"33.3%","13.3%","46.7%","40%","20%",7,7,12,2.7,"65.5%","18.9%","40%",50,126,0.6,10.6,"30.5%",413,"30.1%","26.5%",0.54,0.49
"Vayne","-",0,"0%","6.7%","6.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vel'Koz","Middle",1,"6.7%","20.0%","26.7%","100%","100%",2,0,8,10,"90.9%","-","100%",330,127,-4,10.3,"26.7%",392,"27.4%","23.9%",0.7,0.27
"Vladimir","-",0,"0%","6.7%","6.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Xayah","ADC",5,"33.3%","33.3%","66.7%","40%","0%",12,9,13,2.8,"53.2%","17.3%","0%",-90,-6,1.8,10.4,"31.8%",545,"31.4%","26.3%",0.53,0.46
"Yasuo","Middle",1,"6.7%","0.0%","6.7%","100%","100%",6,3,6,4,"80.0%","42.9%","0%",-191,-456,-10,7.9,"21.2%",231,"13.1%","22.1%",0.49,0.17
"Zac","Jungle",1,"6.7%","46.7%","53.3%","100%","0%",4,1,7,11,"73.3%","20.0%","0%",-204,586,1,4.3,"10.4%",133,"5.6%","15.1%",1.36,0.26
"Zilean","Middle",1,"6.7%","6.7%","13.3%","100%","100%",1,2,5,3,"85.7%","16.7%","0%",-215,-6,-11,8.3,"21.4%",714,"23.5%","21.1%",0.74,0.13
"Zoe","Middle",1,"6.7%","6.7%","13.3%","0%","100%",0,1,3,3,"75.0%","12.5%","0%",219,-26,12,9.7,"24.0%",416,"28.6%","22.7%",0.59,0.25
