"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Evelynn","Jungle",1,"3.6%","0.0%","3.6%","100%","-",4,1,18,22,"88.0%","11.1%","100%",0,-861,-11,2.8,"11.0%",426,"15.2%","18.4%",1.22,0.21
"Ezreal","ADC",2,"7.1%","0.0%","10.7%","100%","-",15,2,18,16.5,"86.8%","13.3%","0%",381,-504,3.5,8.1,"28.7%",756,"37.6%","26.6%",0.29,0.15
"Ezreal","Middle",1,"3.6%","0.0%","10.7%","100%","-",2,1,14,16,"80.0%","10.0%","0%",648,792,3,9.3,"31.2%",1087,"36.2%","24.8%",0.15,0.09
"Fizz","Middle",4,"14.3%","3.6%","17.9%","50%","-",20,10,25,4.5,"70.3%","16.7%","50%",-163,-63,-9.5,7.5,"28.5%",492,"24.0%","24.7%",0.14,0.14
"Gnar","Top",18,"64.3%","7.1%","71.4%","39%","-",54,58,99,2.6,"57.1%","18.8%","11%",-227,-79,-3.4,6.7,"24.9%",466,"23.4%","20.9%",0.55,0.09
"Gragas","Jungle",15,"53.6%","32.1%","85.7%","53%","-",37,48,137,3.6,"66.2%","20.3%","53%",-285,-201,-2.4,3.1,"11.9%",290,"14.5%","17.7%",0.89,0.25
"Hecarim","Top",7,"25.0%","64.3%","89.3%","43%","-",28,26,44,2.8,"70.6%","20.2%","29%",21,82,5.9,7.5,"27.6%",547,"28.6%","24.3%",0.57,0.07
"Irelia","Top",1,"3.6%","0.0%","3.6%","100%","-",12,0,7,19,"76.0%","0.0%","0%",380,726,17,6.6,"23.2%",821,"35.0%","25.3%",0.53,0.11
"Janna","Support",3,"10.7%","0.0%","10.7%","33%","-",2,10,21,2.3,"65.7%","16.4%","67%",-270,-610,-1.7,0.5,"2.0%",65,"4.1%","9.7%",1.19,0.23
"Jarvan IV","Jungle",1,"3.6%","0.0%","3.6%","0%","-",1,6,9,1.7,"100.0%","21.4%","100%",-376,-548,-4,2.9,"10.4%",199,"8.6%","17.0%",0.91,0.34
"Jinx","ADC",4,"14.3%","7.1%","21.4%","100%","-",40,10,40,8,"70.2%","25.6%","75%",466,27,4.8,9.1,"34.8%",674,"30.6%","26.0%",0.25,0.17
"Kalista","ADC",10,"35.7%","50.0%","85.7%","60%","-",49,33,65,3.5,"66.7%","21.6%","50%",406,220,6.9,7.9,"31.3%",462,"21.7%","24.7%",0.18,0.16
"Karthus","Middle",1,"3.6%","0.0%","3.6%","0%","-",3,5,6,1.8,"90.0%","17.9%","0%",307,-58,-2,8.6,"30.4%",1048,"45.6%","26.6%",0.23,0.11
"Kassadin","Middle",2,"7.1%","0.0%","7.1%","100%","-",16,3,27,14.3,"86.0%","13.0%","0%",85,-148,2.5,6.6,"23.0%",837,"33.0%","23.9%",0.3,0.18
"LeBlanc","Middle",5,"17.9%","71.4%","89.3%","60%","-",27,9,31,6.4,"59.2%","12.2%","0%",-6,4,3.4,7.7,"30.1%",623,"27.3%","24.1%",0.25,0.15
"Leona","Support",4,"14.3%","0.0%","14.3%","25%","-",5,14,34,2.8,"60.9%","17.5%","25%",93,-356,2,1.1,"4.0%",157,"8.5%","9.7%",1.54,0.38
"Lucian","ADC",8,"28.6%","0.0%","28.6%","38%","-",27,29,32,2,"56.2%","17.2%","13%",-281,87,0.4,7.9,"29.9%",467,"23.8%","25.0%",0.13,0.1
"Lulu","Middle",6,"21.4%","32.1%","53.6%","17%","-",5,23,16,0.9,"63.6%","18.7%","17%",-216,-316,-3.5,7.1,"24.2%",327,"21.8%","21.9%",0.5,0.17
"Maokai","Top",13,"46.4%","28.6%","75.0%","77%","-",44,37,162,5.6,"74.4%","24.5%","23%",256,389,4.7,6.3,"22.4%",399,"17.9%","19.7%",0.51,0.09
"Morgana","Middle",1,"3.6%","10.7%","21.4%","100%","-",7,2,15,11,"88.0%","22.2%","0%",-113,-97,-12,6.4,"27.9%",844,"30.1%","22.9%",0.24,0.24
"Morgana","Support",2,"7.1%","10.7%","21.4%","0%","-",0,10,5,0.5,"31.3%","25.6%","0%",-160,239,-4.5,0.4,"1.6%",183,"12.0%","8.1%",1.1,0.22
"Nautilus","Jungle",1,"3.6%","10.7%","42.9%","100%","-",1,2,16,8.5,"68.0%","11.1%","100%",60,-218,-7,2.8,"9.4%",367,"14.5%","15.2%",1.23,0.22
"Nautilus","Support",8,"28.6%","10.7%","42.9%","25%","-",9,31,68,2.5,"64.2%","23.1%","13%",-207,-72,3,1.4,"5.7%",204,"10.1%","10.4%",1.32,0.33
"Nunu & Willump","Jungle",5,"17.9%","7.1%","25.0%","60%","-",8,14,53,4.4,"80.3%","16.1%","60%",279,118,1.8,3.3,"11.9%",232,"10.6%","18.3%",1.1,0.36
"Orianna","Middle",2,"7.1%","0.0%","7.1%","0%","-",5,10,7,1.2,"54.5%","19.2%","0%",-145,317,0,8.3,"33.9%",409,"24.7%","26.3%",0.22,0.12
"Rek'Sai","Jungle",20,"71.4%","28.6%","100.0%","60%","-",68,57,165,4.1,"67.7%","21.0%","30%",181,43,0.4,3.5,"12.4%",334,"16.6%","19.2%",0.87,0.24
"Rumble","Top",11,"39.3%","21.4%","60.7%","45%","-",42,56,56,1.8,"65.3%","26.2%","0%",80,-198,-5.6,6.5,"25.2%",538,"28.9%","21.5%",0.55,0.04
"Sejuani","Jungle",13,"46.4%","3.6%","50.0%","23%","-",31,46,81,2.4,"72.3%","18.2%","23%",-33,245,3.2,3.4,"13.0%",285,"16.5%","19.7%",0.88,0.32
"Sion","Top",1,"3.6%","7.1%","10.7%","0%","-",2,8,1,0.4,"33.3%","28.6%","0%",-234,-45,2,5.9,"30.8%",428,"22.1%","20.6%",0.31,0.12
"Sivir","ADC",17,"60.7%","10.7%","71.4%","24%","-",70,51,99,3.3,"72.5%","16.4%","18%",-194,-18,-5.6,8.1,"32.8%",513,"26.3%","26.7%",0.17,0.12
"Thresh","Support",20,"71.4%","0.0%","71.4%","60%","-",22,67,214,3.5,"70.0%","23.2%","45%",159,155,2.5,1,"3.4%",169,"8.0%","10.4%",1.14,0.27
"Tristana","ADC",1,"3.6%","0.0%","3.6%","0%","-",1,3,0,0.3,"33.3%","21.4%","100%",-253,-1059,-33,8.1,"33.5%",297,"27.0%","27.2%",0.3,0.27
"Twisted Fate","Middle",4,"14.3%","17.9%","32.1%","75%","-",15,10,36,5.1,"52.6%","20.4%","25%",422,-42,-5,8.3,"31.2%",536,"24.6%","24.7%",0.26,0.16
"Urgot","ADC",11,"39.3%","53.6%","96.4%","73%","-",43,37,78,3.3,"60.8%","26.1%","36%",10,-11,0.8,7.2,"25.5%",453,"20.6%","21.8%",0.22,0.11
"Urgot","Middle",1,"3.6%","53.6%","96.4%","0%","-",0,6,1,0.2,"11.1%","21.4%","0%",-150,-253,-7,7,"24.1%",371,"19.2%","19.3%",0.39,0.04
"Vladimir","Middle",1,"3.6%","3.6%","10.7%","100%","-",5,0,5,10,"71.4%","0.0%","0%",146,-27,4,9.8,"32.6%",489,"28.7%","26.8%",0.36,0.12
"Vladimir","Top",1,"3.6%","3.6%","10.7%","0%","-",0,2,1,0.5,"100.0%","18.2%","0%",-231,-1659,-14,5.9,"26.3%",237,"21.6%","19.7%",0.45,0.15
"Zed","Middle",3,"10.7%","25.0%","35.7%","33%","-",10,10,12,2.2,"50.0%","18.2%","0%",-31,256,-2.7,7.7,"27.7%",470,"23.7%","24.0%",0.27,0.08
"Ziggs","Middle",2,"7.1%","0.0%","7.1%","50%","-",6,6,5,1.8,"64.7%","20.7%","0%",280,816,22,8.6,"26.7%",617,"36.6%","24.9%",0.49,0.04
