"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Gragas","Top",1,"9.1%","45.5%","81.8%","100%","-",0,4,9,2.3,"52.9%","33.3%","0%",345,474,19,5.5,"20.6%",364,"15.3%","16.6%",0.48,0.23
"Graves","Jungle",1,"9.1%","0.0%","9.1%","100%","-",3,3,4,2.3,"41.2%","25.0%","100%",-509,63,-2,4.5,"17.6%",286,"12.0%","18.9%",0.69,0.69
"Janna","Support",4,"36.4%","0.0%","36.4%","50%","-",1,7,29,4.3,"88.2%","15.2%","50%",-174,-46,-5.8,0.6,"2.5%",59,"3.3%","11.4%",1.22,0.48
"Jinx","ADC",3,"27.3%","0.0%","27.3%","67%","-",11,3,18,9.7,"78.4%","15.0%","33%",-218,81,-14.7,9.7,"35.7%",533,"26.8%","28.1%",0.35,0.16
"Kalista","ADC",4,"36.4%","27.3%","63.6%","50%","-",21,9,25,5.1,"79.3%","15.5%","50%",386,-698,-3.8,7.8,"29.6%",512,"26.5%","26.2%",0.48,0.25
"Karma","Support",3,"27.3%","0.0%","27.3%","67%","-",7,3,33,13.3,"76.9%","8.3%","33%",329,-47,0.3,0.8,"3.0%",235,"10.7%","14.6%",1.42,0.37
"Kindred","Jungle",2,"18.2%","0.0%","18.2%","50%","-",3,10,16,1.9,"61.3%","32.3%","0%",194,72,1,3.6,"13.6%",230,"10.5%","17.4%",0.64,0.56
"Kog'Maw","ADC",1,"9.1%","63.6%","72.7%","100%","-",2,1,4,6,"85.7%","50.0%","0%",-215,-461,-11,8.5,"27.9%",390,"18.5%","24.0%",0.29,0.13
"LeBlanc","Middle",6,"54.5%","0.0%","54.5%","67%","-",40,12,22,5.2,"65.3%","17.4%","50%",273,-93,-1.7,6.9,"23.0%",570,"28.5%","22.7%",0.52,0.35
"Lucian","ADC",7,"63.6%","0.0%","63.6%","43%","-",20,11,30,4.5,"69.4%","14.1%","14%",62,212,7.9,9.1,"31.3%",519,"28.9%","26.2%",0.48,0.17
"Lulu","-",0,"0%","90.9%","90.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Lux","Middle",3,"27.3%","0.0%","27.3%","33%","-",6,9,23,3.2,"85.3%","20.0%","0%",-281,-77,1.3,6.9,"21.6%",546,"30.7%","19.9%",0.48,0.2
"Malphite","Top",3,"27.3%","27.3%","54.5%","67%","-",5,8,12,2.1,"53.1%","32.0%","33%",84,127,-0.3,7.3,"25.4%",349,"17.9%","19.7%",0.56,0.27
"Maokai","Top",1,"9.1%","0.0%","9.1%","0%","-",2,4,8,2.5,"83.3%","23.5%","0%",-345,-474,-19,4.8,"18.0%",301,"14.2%","16.7%",0.51,0.05
"Nautilus","Top",5,"45.5%","9.1%","54.5%","60%","-",10,12,32,3.5,"66.7%","19.7%","40%",-112,181,5.6,7.6,"28.2%",383,"18.8%","20.9%",0.47,0.18
"Nidalee","Jungle",6,"54.5%","9.1%","63.6%","67%","-",15,13,39,4.2,"76.1%","18.8%","33%",150,137,4.8,4.3,"15.3%",338,"17.1%","19.8%",0.89,0.56
"Poppy","Top",8,"72.7%","27.3%","100.0%","50%","-",14,20,55,3.5,"63.3%","21.1%","38%",392,222,3.5,6.8,"25.7%",346,"19.6%","21.3%",0.49,0.17
"Quinn","Middle",1,"9.1%","27.3%","36.4%","0%","-",0,7,3,0.4,"60.0%","50.0%","0%",-921,-508,-15,6.5,"26.2%",384,"24.6%","19.3%",0.45,0.21
"Rammus","Top",3,"27.3%","0.0%","27.3%","33%","-",3,10,13,1.6,"53.3%","27.0%","0%",-946,-961,-20,5.9,"22.5%",295,"17.9%","18.1%",0.5,0.22
"Rek'Sai","Jungle",6,"54.5%","0.0%","54.5%","33%","-",3,16,33,2.3,"67.9%","21.9%","17%",-369,-159,-3.3,3.6,"13.6%",182,"10.7%","16.6%",0.88,0.48
"Sivir","ADC",2,"18.2%","0.0%","18.2%","50%","-",11,4,12,5.8,"74.2%","12.9%","0%",199,-204,-7,9.7,"38.0%",740,"33.1%","30.0%",0.43,0.26
"Syndra","Middle",3,"27.3%","0.0%","27.3%","100%","-",17,7,15,4.6,"64.0%","22.6%","33%",90,597,15.3,7.6,"23.2%",624,"28.1%","22.5%",0.44,0.24
"Thresh","Support",3,"27.3%","0.0%","27.3%","0%","-",4,15,27,2.1,"86.1%","25.9%","0%",59,163,2,1.1,"4.2%",157,"8.6%","11.5%",1.03,0.35
"Trundle","Support",3,"27.3%","36.4%","63.6%","33%","-",2,5,14,3.2,"66.7%","14.7%","0%",-88,-147,1.3,1.5,"6.7%",61,"3.9%","12.5%",1.29,0.48
"Varus","Middle",1,"9.1%","0.0%","9.1%","0%","-",6,4,4,2.5,"83.3%","23.5%","0%",190,-105,-5,7.1,"23.8%",923,"43.4%","23.1%",0.62,0.16
"Vayne","ADC",1,"9.1%","0.0%","9.1%","0%","-",2,5,1,0.6,"21.4%","26.3%","0%",-197,651,11,7.8,"26.0%",357,"23.6%","22.2%",0.41,0.21
"Viktor","Middle",1,"9.1%","0.0%","9.1%","0%","-",3,3,2,1.7,"55.6%","18.8%","0%",-864,-658,-26,7.9,"36.7%",540,"32.4%","27.6%",0.44,0.32
"Zed","-",0,"0%","18.2%","18.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","Middle",1,"9.1%","0.0%","9.1%","0%","-",0,2,1,0.5,"50.0%","28.6%","0%",-2,64,2,9.1,"28.2%",334,"27.3%","23.0%",0.57,0.16
