"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lulu","Middle",5,"35.7%","0.0%","42.9%","20%","-",9,14,20,2.1,"82.9%","20.9%","0%",-312,-258,-6.2,7.4,"25.7%",472,"27.2%","24.8%",0.45,0.12
"Lulu","Top",1,"7.1%","0.0%","42.9%","0%","-",2,1,2,4,"100.0%","9.1%","0%",50,50,2,6.4,"17.9%",367,"20.5%","21.0%",0.51,0.22
"Lux","-",0,"0%","21.4%","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Maokai","Top",9,"64.3%","0.0%","64.3%","67%","-",29,19,78,5.6,"79.9%","16.2%","44%",-20,76,2.1,6.2,"21.8%",442,"19.4%","19.9%",0.46,0.19
"Morgana","Support",2,"14.3%","57.1%","71.4%","0%","-",1,5,10,2.2,"84.6%","16.1%","100%",320,-239,2.5,0.8,"4.0%",270,"13.7%","15.3%",1.26,0.51
"Nautilus","Top",1,"7.1%","0.0%","7.1%","0%","-",2,5,2,0.8,"57.1%","20.8%","0%",-423,-609,-4,4.1,"15.6%",447,"18.9%","18.0%",0.37,0.03
"Nidalee","Jungle",3,"21.4%","78.6%","100.0%","100%","-",11,11,33,4,"88.0%","33.3%","67%",767,616,8.3,3.8,"10.9%",481,"20.7%","19.9%",0.7,0.42
"Orianna","Middle",3,"21.4%","0.0%","21.4%","33%","-",7,7,14,3,"77.8%","26.9%","0%",18,-142,1.3,7.9,"26.6%",462,"24.8%","22.5%",0.47,0.21
"Poppy","Jungle",1,"7.1%","28.6%","71.4%","100%","-",0,2,10,5,"83.3%","20.0%","0%",-283,-344,-5,3.5,"11.4%",386,"20.4%","16.1%",0.89,0.31
"Poppy","Top",5,"35.7%","28.6%","71.4%","80%","-",20,10,40,6,"72.3%","16.7%","0%",146,144,1.2,6.1,"22.6%",444,"17.2%","20.8%",0.46,0.16
"Rammus","-",0,"0%","14.3%","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",1,"7.1%","0.0%","7.1%","0%","-",0,1,4,4,"100.0%","9.1%","0%",78,134,5,3.8,"12.3%",245,"13.6%","19.0%",0.63,0.47
"Sivir","ADC",9,"64.3%","14.3%","78.6%","33%","-",21,22,58,3.6,"73.8%","17.9%","33%",37,47,3,8,"31.5%",569,"27.9%","24.5%",0.44,0.17
"Thresh","Support",1,"7.1%","0.0%","7.1%","0%","-",0,4,2,0.5,"50.0%","25.0%","0%",-255,-209,-4,1.5,"5.7%",118,"7.8%","10.2%",0.96,0.36
"Tristana","ADC",1,"7.1%","0.0%","7.1%","100%","-",5,1,6,11,"100.0%","25.0%","100%",-394,-109,-19,7.4,"25.2%",429,"23.1%","23.2%",0.44,0.09
"Trundle","Support",4,"28.6%","42.9%","100.0%","50%","-",3,7,36,5.6,"68.4%","15.6%","0%",-151,-187,0,1.6,"7.2%",126,"6.0%","13.0%",1.21,0.39
"Trundle","Top",4,"28.6%","42.9%","100.0%","75%","-",10,8,29,4.9,"69.6%","25.0%","0%",97,-64,2.5,6.7,"23.0%",314,"15.6%","19.8%",0.54,0.17
"Zac","Jungle",1,"7.1%","0.0%","7.1%","100%","-",3,0,15,18,"85.7%","0.0%","0%",-120,414,-3,3.2,"12.1%",321,"15.2%","17.8%",0.86,0.4
"Zilean","Middle",2,"14.3%","7.1%","21.4%","50%","-",3,4,13,4,"64.0%","11.4%","0%",-302,-337,-16,8.4,"33.3%",676,"29.5%","24.1%",0.42,0.15
