"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lee Sin","Jungle",5,"18.5%","7.4%","37.0%","60%","-",28,14,35,4.5,"72.4%","18.2%","20%",342,149,2.2,2.9,"9.8%",362,"15.7%","18.3%",0.87,0.37
"Lee Sin","Top",3,"11.1%","7.4%","37.0%","33%","-",1,10,14,1.5,"62.5%","25.6%","33%",334,477,1.7,5.5,"17.7%",234,"16.3%","21.0%",0.48,0.07
"Lucian","ADC",6,"22.2%","25.9%","48.1%","33%","-",29,20,24,2.7,"65.4%","19.8%","50%",143,-266,-0.8,8.8,"34.5%",511,"27.6%","28.2%",0.12,0.13
"Lulu","Middle",1,"3.7%","48.1%","66.7%","0%","-",3,1,5,8,"72.7%","5.9%","0%",-126,199,-8,7.6,"26.7%",439,"24.3%","23.5%",0.27,0.11
"Lulu","Support",3,"11.1%","48.1%","66.7%","33%","-",1,8,34,4.4,"77.8%","14.0%","0%",-90,-569,2.3,0.6,"2.7%",192,"9.0%","10.5%",1.37,0.27
"Lulu","Top",1,"3.7%","48.1%","66.7%","0%","-",0,3,4,1.3,"66.7%","17.6%","0%",122,344,5,5,"17.3%",259,"15.5%","16.4%",0.69,0.03
"Maokai","Top",14,"51.9%","18.5%","70.4%","57%","-",35,49,120,3.2,"75.6%","23.6%","21%",177,118,3.2,5.9,"20.8%",399,"19.8%","19.4%",0.49,0.09
"Morgana","Support",6,"22.2%","29.6%","55.6%","67%","-",5,16,67,4.5,"75.0%","19.8%","33%",49,-50,0.7,0.5,"2.5%",263,"11.6%","12.6%",1.31,0.26
"Morgana","Top",1,"3.7%","29.6%","55.6%","100%","-",5,2,11,8,"61.5%","18.2%","0%",241,233,9,6.8,"21.5%",714,"26.6%","21.2%",0.36,0.03
"Nami","Support",5,"18.5%","0.0%","18.5%","0%","-",4,20,18,1.1,"71.0%","21.3%","20%",4,321,-2,0.4,"1.6%",128,"7.3%","8.3%",1.12,0.24
"Nautilus","Jungle",1,"3.7%","0.0%","18.5%","0%","-",1,5,1,0.4,"50.0%","23.8%","0%",-1193,-771,-2,2.8,"11.4%",250,"13.5%","16.9%",0.47,0.24
"Nautilus","Support",4,"14.8%","0.0%","18.5%","75%","-",5,7,58,9,"64.3%","15.6%","25%",178,24,4,1.7,"6.8%",185,"7.7%","11.2%",1.36,0.28
"Nidalee","Jungle",2,"7.4%","22.2%","29.6%","0%","-",0,8,1,0.1,"12.5%","26.7%","0%",427,631,10.5,3.9,"13.2%",251,"16.3%","19.6%",0.66,0.33
"Nunu & Willump","Jungle",2,"7.4%","0.0%","7.4%","50%","-",1,3,16,5.7,"85.0%","15.0%","50%",123,270,6,3.3,"12.0%",159,"10.2%","17.8%",1.15,0.12
"Olaf","Jungle",1,"3.7%","0.0%","3.7%","0%","-",0,5,2,0.4,"50.0%","26.3%","0%",200,458,3,3.1,"14.0%",288,"24.5%","17.6%",0.75,0.16
"Orianna","Middle",9,"33.3%","0.0%","33.3%","67%","-",44,23,72,5,"79.5%","19.3%","11%",-113,-199,-5.4,7.5,"27.2%",571,"26.4%","23.6%",0.19,0.1
"Rek'Sai","Jungle",13,"48.1%","7.4%","55.6%","38%","-",43,36,84,3.5,"66.1%","19.1%","54%",315,452,5.2,3.3,"12.2%",351,"17.2%","19.0%",0.76,0.25
"Rumble","Top",3,"11.1%","18.5%","29.6%","100%","-",22,8,30,6.5,"72.2%","42.1%","33%",183,237,0.7,6,"19.9%",802,"30.1%","19.7%",0.6,0.06
"Sejuani","Jungle",6,"22.2%","11.1%","33.3%","83%","-",16,9,59,8.3,"71.4%","17.3%","50%",61,-77,-3.2,3.1,"10.9%",255,"12.1%","17.3%",0.78,0.3
"Shaco","Jungle",1,"3.7%","0.0%","3.7%","100%","-",2,0,6,8,"57.1%","0.0%","100%",-615,-872,-18,6.6,"29.4%",536,"26.8%","23.6%",0.64,0.06
"Shen","Top",2,"7.4%","0.0%","7.4%","50%","-",3,5,17,4,"80.0%","25.0%","50%",-420,-540,-6,5.6,"19.4%",182,"10.9%","19.4%",0.4,0.02
"Shyvana","Top",9,"33.3%","18.5%","51.9%","33%","-",9,27,47,2.1,"56.6%","19.0%","0%",-117,-60,-3.6,7.9,"31.5%",475,"25.1%","25.2%",0.53,0.1
"Sion","Top",9,"33.3%","3.7%","37.0%","67%","-",15,26,83,3.8,"69.0%","19.8%","22%",-2,-66,4.2,6.6,"22.7%",450,"19.1%","21.0%",0.57,0.08
"Sivir","ADC",13,"48.1%","7.4%","55.6%","85%","-",74,19,108,9.6,"77.8%","15.2%","23%",181,359,8.1,8.8,"33.8%",706,"29.6%","27.2%",0.18,0.15
"Syndra","Middle",2,"7.4%","11.1%","18.5%","50%","-",8,10,8,1.6,"57.1%","22.7%","0%",118,145,9,7.9,"26.5%",451,"21.2%","23.3%",0.24,0.22
"Thresh","Support",15,"55.6%","0.0%","55.6%","47%","-",9,49,129,2.8,"72.3%","21.8%","20%",0,-11,4.8,1,"3.8%",136,"7.2%","10.0%",1.28,0.23
"Tristana","ADC",2,"7.4%","0.0%","7.4%","0%","-",3,5,3,1.2,"85.7%","13.9%","0%",198,152,11,9.9,"37.6%",493,"31.9%","31.4%",0.09,0.18
"Twisted Fate","Middle",1,"3.7%","0.0%","3.7%","100%","-",1,2,12,6.5,"46.4%","25.0%","100%",666,463,7,10,"33.1%",565,"23.1%","25.0%",0.29,0.17
"Udyr","Jungle",5,"18.5%","3.7%","22.2%","60%","-",22,18,40,3.4,"72.1%","18.9%","60%",-187,-40,2.8,3.4,"12.9%",354,"14.8%","20.0%",0.49,0.22
"Urgot","ADC",2,"7.4%","11.1%","18.5%","50%","-",4,8,8,1.5,"38.7%","26.7%","0%",52,-233,6,7.4,"28.7%",472,"25.3%","20.5%",0.13,0.11
"Varus","Middle",1,"3.7%","0.0%","3.7%","100%","-",5,1,7,12,"85.7%","14.3%","0%",-234,-197,20,7.2,"27.7%",1110,"47.4%","26.0%",0.18,0.11
"Vayne","ADC",1,"3.7%","0.0%","3.7%","100%","-",6,2,9,7.5,"88.2%","18.2%","100%",51,404,3,9,"30.9%",562,"29.0%","25.8%",0.04,0.34
"Vi","Jungle",1,"3.7%","0.0%","3.7%","0%","-",0,7,5,0.7,"55.6%","31.8%","100%",295,562,3,2.7,"8.7%",206,"13.3%","15.2%",0.27,0.21
"Vladimir","Middle",1,"3.7%","0.0%","14.8%","0%","-",0,4,1,0.3,"50.0%","22.2%","0%",97,-22,4,7.7,"25.3%",671,"36.9%","22.2%",0.13,0.15
"Vladimir","Top",3,"11.1%","0.0%","14.8%","67%","-",11,9,16,3,"62.8%","42.9%","33%",-46,-127,-10.3,7.2,"28.7%",591,"30.8%","23.2%",0.55,0.02
"Zed","Middle",6,"22.2%","33.3%","55.6%","67%","-",32,15,31,4.2,"58.3%","24.2%","33%",110,-20,4,7.3,"26.3%",497,"22.1%","22.9%",0.23,0.1
"Ziggs","Middle",1,"3.7%","0.0%","3.7%","0%","-",2,5,3,1,"62.5%","17.2%","0%",-666,-463,-7,8.4,"34.3%",571,"36.3%","27.4%",0.69,0.02
