"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"huhi","Counter Logic Gaming","Middle",10,"60%",,25,25,65,3.6,"73.2%","20.3%","18.8%","10%",-25,-126,-7.4,8,"26.6%",429,"22.3%",,252,"22.5%",,0.61,0.09,0.19
"Huni","Immortals","Top",6,"50%",,15,20,31,2.3,"56.8%","18.5%","23.0%","17%",87,182,9.7,7.8,"28.0%",460,"21.6%",,258,"22.5%",,0.47,0.04,0.2
"Impact","NRG Esports","Top",3,"0%",,9,9,4,1.4,"72.2%","50.0%","17.6%","0%",-381,428,1,7.1,"26.5%",431,"33.1%",,207,"23.7%",,0.45,0.05,0.15
"Jensen","Cloud9","Middle",4,"25%",,15,10,15,3,"78.9%","39.5%","13.9%","0%",-21,-156,-4.5,8.6,"29.9%",477,"25.2%",,265,"24.9%",,0.42,0.1,0.14
"Kwon","NRG Esports","Support",3,"0%",,0,10,10,1,"55.6%","0.0%","19.6%","0%",-133,-366,3.7,0.9,"4.3%",46,"3.4%",,93,"10.7%",,1.47,0.43,0.25
"Lourlo","Team Liquid","Top",11,"45%",,27,27,75,3.8,"70.8%","18.8%","18.5%","36%",-108,-314,-5.5,6,"22.1%",365,"17.5%",,217,"19.7%",,0.51,0.12,0.12
"Matt Elento","Team Liquid","Support",11,"45%",,7,35,101,3.1,"75.0%","4.9%","24.0%","36%",-46,117,-1.5,0.7,"3.1%",162,"7.8%",,130,"11.7%",,1.43,0.27,0.43
"Piglet","Team Liquid","ADC",11,"45%",,36,33,58,2.8,"65.3%","25.0%","22.6%","36%",42,319,7,8.6,"31.2%",564,"27.3%",,270,"24.4%",,0.49,0.06,0.27
"Pobelter","Immortals","Middle",6,"50%",,22,21,41,3,"77.8%","27.2%","24.1%","33%",72,-373,-5.8,7.8,"25.7%",541,"25.7%",,251,"22.2%",,0.42,0.07,0.2
"Reignover","Immortals","Jungle",6,"50%",,13,18,52,3.6,"80.2%","16.0%","20.7%","50%",-123,-108,-5,4.2,"14.2%",414,"19.4%",,217,"19.1%",,0.84,0.1,0.53
"Rush","Cloud9","Jungle",4,"25%",,8,21,18,1.2,"68.4%","21.1%","29.2%","25%",-304,-426,-3.8,4.1,"15.6%",352,"19.7%",,204,"19.5%",,0.43,0.07,0.21
"Sneaky","Cloud9","ADC",4,"25%",,13,9,16,3.2,"76.3%","34.2%","12.5%","0%",121,-50,-4.5,8,"26.8%",495,"26.6%",,258,"24.4%",,0.37,0.04,0.16
"Stixxay","Counter Logic Gaming","ADC",10,"60%",,43,27,48,3.4,"74.0%","35.0%","20.3%","30%",-21,53,-1.6,8.8,"30.8%",629,"33.0%",,287,"25.2%",,0.44,0.08,0.31
"Svenskeren","TSM","Jungle",12,"67%",,52,22,101,7,"76.9%","26.1%","19.3%","50%",351,497,6.7,4.7,"15.4%",501,"24.5%",,256,"20.6%",,0.7,0.13,0.46
"WildTurtle","Immortals","ADC",6,"50%",,26,13,26,4,"64.2%","32.1%","14.9%","33%",438,183,3.7,8.6,"29.7%",584,"27.3%",,276,"24.2%",,0.39,0.04,0.19
"Xmithie","Counter Logic Gaming","Jungle",10,"60%",,19,28,67,3.1,"69.9%","15.4%","21.1%","30%",-205,-437,-6.4,4.4,"15.5%",328,"17.3%",,224,"19.8%",,0.74,0.15,0.52
"YellOwStaR","TSM","Support",12,"67%",,4,29,150,5.3,"77.4%","2.0%","25.4%","25%",-54,-85,2.4,1.2,"4.6%",97,"4.6%",,144,"11.5%",,1.37,0.23,0.31
