GP,W,L,AGT,K,D,KD,CKPM,GPR,GSPD,GD15,FB%,FT%,F3T%,HLD%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,win_rate,Team,division,EGR,MLR,year
8,3,5,31.8,79,93,0.85,0.68,0.05,-0.008,304.0,0.38,0.88,0.38,0.29,0.63,0.55,1.0,0.38,0.36,0.49,0.478,3.3,0.98,1.0,37.5,RoX,LCL,49.2,-11.7,2018
13,7,6,34.3,167,161,1.04,0.74,0.25,0.023,438.0,0.46,0.54,0.46,0.2,0.62,0.62,0.0,0.5,0.55,0.506,0.512,3.89,1.25,1.52,53.85,Rogue Warriors,LPL,53.2,0.7,2018
28,21,7,30.6,332,181,1.83,0.6,1.13,0.096,1286.0,0.68,0.71,0.75,0.57,0.57,0.65,0.5,0.71,0.76,0.511,0.534,4.14,1.01,1.49,75.0,Royal Bandits,TCL,62.4,12.6,2018
18,14,4,34.7,245,137,1.79,0.61,0.47,0.055,617.0,0.5,0.56,0.56,0.33,0.72,0.63,0.67,0.72,0.73,0.502,0.5329999999999999,3.83,1.18,1.62,77.78,Royal Never Give Up,MSI,56.5,21.3,2018
15,11,4,35.3,191,118,1.62,0.58,0.23,0.055999999999999994,66.0,0.53,0.53,0.6,0.7,0.6,0.63,0.0,0.64,0.55,0.503,0.535,3.99,1.23,1.66,73.33,Royal Never Give Up,LPL,51.9,21.4,2018
7,3,4,37.4,71,73,0.97,0.55,-0.4,0.006,-844.0,0.14,0.29,0.57,0.4,0.57,0.54,0.5,0.57,0.5,0.499,0.485,4.4,1.43,2.05,42.86,SK Telecom T1,LCK,43.8,-1.0,2018
4,1,3,35.4,29,59,0.49,0.62,-0.55,-0.086,-537.0,0.5,0.0,0.25,0.33,0.25,0.29,0.0,0.33,0.33,0.504,0.485,4.1,1.29,1.55,25.0,Snake Esports,LPL,41.7,-16.7,2018
12,7,5,35.1,120,99,1.21,0.52,-0.36,0.001,-599.0,0.67,0.5,0.42,0.4,0.42,0.49,0.5,0.5,0.53,0.502,0.47700000000000004,4.14,1.47,1.73,58.33,Splyce,LEC,39.3,19.0,2018
28,26,2,31.1,440,242,1.82,0.78,1.7,0.138,2031.0,0.46,0.75,0.86,0.68,0.78,0.74,1.0,0.89,0.83,0.509,0.546,4.11,1.15,1.4,92.86,SuperMassive Esports,TCL,69.9,23.0,2018
4,1,3,33.0,23,49,0.47,0.55,-0.31,-0.027000000000000003,-471.0,0.75,0.5,0.5,0.5,0.5,0.4,0.0,0.25,0.4,0.506,0.49200000000000005,3.95,1.33,1.46,25.0,TSM,LCS,38.4,-13.4,2018
28,11,17,33.6,274,359,0.76,0.67,-0.65,-0.03,-656.0,0.57,0.39,0.43,0.68,0.36,0.34,0.5,0.36,0.31,0.495,0.512,3.75,1.0,1.51,39.29,Team AURORA,TCL,44.6,-5.3,2018
9,4,5,35.9,121,133,0.91,0.79,0.32,0.021,78.0,0.22,0.56,0.67,0.67,0.33,0.3,1.0,0.67,0.53,0.499,0.524,4.13,1.38,1.4,44.44,Team Just,LCL,51.0,-6.5,2018
11,4,7,35.0,105,132,0.8,0.62,-0.44,-0.047,-956.0,0.55,0.45,0.45,0.44,0.45,0.55,1.0,0.27,0.37,0.509,0.455,3.95,1.27,1.32,36.36,Team Liquid,MSI,40.1,-3.8,2018
10,9,1,31.9,138,65,2.12,0.64,0.15,0.063,-28.0,0.3,0.4,0.6,0.7,0.8,0.74,0.5,0.8,0.79,0.505,0.5,3.95,1.24,1.32,90.0,Team Liquid,LCS,54.8,35.2,2018
3,0,3,32.8,12,43,0.28,0.56,-1.01,-0.16899999999999998,305.0,0.33,0.33,0.33,0.5,0.67,0.4,0.0,0.0,0.0,0.493,0.489,4.07,1.52,1.21,0.0,Team ROCCAT,LEC,56.3,-56.3,2018
14,6,8,32.9,122,157,0.78,0.61,-0.01,-0.036000000000000004,99.0,0.43,0.64,0.5,0.42,0.57,0.55,0.33,0.36,0.43,0.491,0.503,4.08,1.28,1.42,42.86,Team Vitality,LEC,55.2,-12.4,2018
2,0,2,46.6,17,19,0.89,0.39,0.12,-0.02,-559.0,1.0,0.5,0.5,0.0,0.5,0.2,0.0,0.5,0.8,0.489,0.469,3.5,1.27,1.78,0.0,Team WE,LPL,44.8,-44.8,2018
4,1,3,35.4,38,61,0.62,0.7,-0.34,-0.04,-329.0,0.5,0.25,0.5,0.0,0.75,0.44,0.0,0.25,0.33,0.514,0.465,3.89,1.03,1.27,25.0,UTM Esports,VCS,51.0,-26.0,2018
4,1,3,39.6,44,50,0.88,0.59,0.0,-0.054000000000000006,-253.0,0.75,0.5,0.25,0.67,0.25,0.35,0.0,0.5,0.43,0.505,0.489,4.72,1.68,1.39,25.0,Unsold Stuff Gaming,LJL,45.4,-20.4,2018
13,8,5,35.7,172,133,1.29,0.66,0.81,0.040999999999999995,-12.0,0.62,0.54,0.62,0.62,0.62,0.68,0.25,0.69,0.75,0.494,0.531,4.25,1.51,1.22,61.54,Vivo Keyd,CBLOL,51.4,10.1,2018
4,1,3,38.2,55,88,0.63,0.94,-1.57,-0.10800000000000001,-1207.0,0.5,0.0,0.25,0.25,0.25,0.33,0.0,0.25,0.29,0.516,0.408,4.59,1.49,2.03,25.0,Young Generation,VCS,32.8,-7.8,2018
28,13,15,32.0,269,329,0.82,0.67,-0.53,-0.027000000000000003,-606.0,0.33,0.44,0.44,0.63,0.7,0.57,0.0,0.41,0.44,0.5,0.491,3.99,1.08,1.66,46.43,YouthCrew Esports,TCL,44.0,4.2,2018
5,2,3,32.5,60,72,0.83,0.81,-1.06,-0.017,-626.0,0.2,0.4,0.2,0.4,0.6,0.63,0.0,0.6,0.57,0.498,0.457,3.86,1.27,1.03,40.0,All Knights,LLA,43.3,-3.3,2019
19,8,11,35.2,234,262,0.89,0.74,-0.39,-0.040999999999999995,-51.0,0.47,0.53,0.42,0.37,0.26,0.41,0.56,0.42,0.41,0.496,0.489,3.06,1.03,1.34,42.11,Beşiktaş Esports,TCL,48.7,-6.6,2019
18,1,17,31.5,126,269,0.47,0.7,-2.93,-0.131,-3377.0,0.39,0.22,0.11,0.56,0.33,0.16,0.5,0.11,0.12,0.483,0.405,2.91,1.22,1.05,5.56,Bursaspor Esports,TCL,17.2,-11.6,2019
3,0,3,31.3,14,47,0.3,0.65,-3.21,-0.191,-3989.0,0.33,0.33,0.0,0.33,0.0,0.08,0.0,0.0,0.0,0.48700000000000004,0.44,3.16,1.4,1.51,0.0,CNB e-Sports Club,CBLOL,18.2,-18.2,2019
5,2,3,32.7,44,59,0.75,0.63,0.04,0.016,632.0,0.2,0.6,0.6,0.6,0.8,0.56,1.0,0.6,0.5,0.503,0.52,3.35,1.43,1.43,40.0,Cloud9,LCS,57.8,-17.8,2019
3,0,3,29.3,16,36,0.44,0.59,-2.55,-0.171,-3919.0,0.0,0.0,0.0,0.33,0.33,0.38,0.0,0.0,0.0,0.493,0.39299999999999996,4.06,1.16,1.6,0.0,Crest Gaming Act,LJL,13.8,-13.8,2019
6,2,4,29.9,56,98,0.57,0.86,-0.95,-0.05,-588.0,0.17,0.5,0.17,0.67,0.17,0.45,1.0,0.33,0.43,0.505,0.5,3.66,1.6,2.0,33.33,DWG KIA,LCK,33.8,-0.5,2019
19,9,10,32.0,182,192,0.95,0.62,-0.68,-0.033,-1083.0,0.21,0.47,0.42,0.47,0.21,0.42,0.33,0.47,0.48,0.505,0.48,3.39,1.09,1.29,47.37,Dark Passage,TCL,36.1,11.2,2019
3,3,0,34.4,52,26,2.0,0.76,0.3,0.102,336.0,0.67,0.67,0.67,0.67,0.33,0.5,0.0,1.0,0.67,0.506,0.49200000000000005,3.96,1.32,1.6,100.0,DetonatioN FocusMe,LJL,57.4,42.6,2019
3,0,3,33.3,27,39,0.69,0.66,-2.04,-0.125,-1846.0,0.67,0.67,0.0,0.33,0.33,0.15,0.0,0.0,0.0,0.49700000000000005,0.396,2.99,1.25,1.18,0.0,EDward Gaming,LPL,26.5,-26.5,2019
13,7,6,36.4,234,222,1.05,0.96,-0.07,-0.006,77.0,0.54,0.38,0.31,0.54,0.38,0.4,0.5,0.54,0.54,0.498,0.494,3.54,1.3,1.44,53.85,EVOS Esports,VCS,50.4,3.5,2019
4,1,3,34.7,30,67,0.45,0.69,-1.0,-0.068,-1039.0,0.25,0.25,0.5,0.75,0.75,0.5,0.0,0.25,0.29,0.506,0.47600000000000003,2.7,1.02,1.3,25.0,Echo Fox,LCS,41.3,-16.3,2019
7,4,3,30.5,84,82,1.02,0.78,-0.26,0.005,-909.0,0.57,0.29,0.43,0.57,0.43,0.37,0.0,0.57,0.57,0.504,0.51,3.15,1.23,1.46,57.14,Elements Pro Gaming,LCL,43.4,13.7,2019
18,16,2,30.0,294,137,2.15,0.8,2.57,0.16699999999999998,3059.0,0.72,0.94,0.89,0.78,0.72,0.75,1.0,0.83,0.86,0.516,0.598,2.96,1.18,1.31,88.89,Fenerbahçe Esports,TCL,76.9,12.0,2019
8,5,3,35.7,99,89,1.11,0.66,1.83,0.10400000000000001,2998.0,0.75,0.75,0.88,0.88,0.75,0.81,0.2,0.63,0.69,0.507,0.539,3.77,1.25,1.5,62.5,Flamengo Esports,CBLOL,75.6,-13.1,2019
8,6,2,34.9,115,82,1.4,0.71,0.62,0.073,-220.0,0.5,0.5,0.63,0.63,0.63,0.61,0.0,0.75,0.82,0.502,0.542,3.6,1.36,1.6,75.0,Flash Wolves,PCS,49.6,25.4,2019
10,3,7,33.3,112,131,0.85,0.73,-0.95,-0.043,-1459.0,0.5,0.4,0.2,0.4,0.5,0.37,0.67,0.3,0.31,0.49200000000000005,0.41700000000000004,3.72,1.35,1.4,30.0,Flash Wolves,MSI,37.3,-7.3,2019
8,3,5,32.8,72,94,0.77,0.63,-0.73,-0.051,-1153.0,0.13,0.38,0.38,0.25,0.38,0.34,0.0,0.5,0.42,0.49,0.512,3.2,1.12,1.35,37.5,FlyQuest,LCS,37.5,0.0,2019
11,7,4,32.0,165,136,1.21,0.86,0.21,0.079,212.0,0.27,0.64,0.64,0.36,0.64,0.7,0.0,0.73,0.63,0.493,0.585,3.34,1.42,1.43,63.64,Fnatic,LEC,53.6,10.0,2019
5,2,3,37.0,87,98,0.89,1.0,-0.01,0.011000000000000001,-149.0,0.8,0.8,0.8,0.6,0.6,0.55,0.5,0.6,0.5,0.498,0.491,3.04,1.08,1.32,40.0,Friends Forever Gaming,VCS,48.2,-8.2,2019
9,5,4,31.2,130,92,1.41,0.79,0.71,0.055,557.0,0.67,0.44,0.56,0.56,0.44,0.49,1.0,0.78,0.69,0.506,0.53,3.21,1.17,1.31,55.56,FunPlus Phoenix,LPL,53.7,1.9,2019
18,11,7,29.9,266,265,1.0,0.98,-0.21,0.006999999999999999,487.0,0.47,0.41,0.59,0.5,0.41,0.47,0.0,0.47,0.55,0.502,0.509,3.72,1.22,1.69,61.11,G2 Esports,MSI,50.8,8.0,2019
6,6,0,30.0,109,53,2.06,0.9,1.56,0.146,2609.0,0.83,0.5,0.83,0.83,0.5,0.53,0.5,0.67,0.71,0.506,0.57,3.8,1.17,1.51,100.0,G2 Esports,LEC,67.0,33.0,2019
18,2,16,31.0,140,269,0.52,0.73,-0.56,-0.079,-622.0,0.5,0.39,0.28,0.5,0.71,0.44,0.0,0.17,0.14,0.491,0.45799999999999996,3.5,1.3,1.33,11.11,Galakticos,TCL,49.1,-37.4,2019
18,9,9,34.6,238,234,1.02,0.75,0.26,-0.028999999999999998,430.0,0.56,0.61,0.61,0.44,0.61,0.54,0.67,0.39,0.45,0.49700000000000005,0.494,3.1,1.12,1.26,50.0,Galatasaray Esports,TCL,58.8,-8.8,2019
3,0,3,29.2,31,42,0.74,0.83,-0.34,-0.105,-1280.0,0.67,0.33,0.33,0.0,0.33,0.36,0.0,0.33,0.25,0.49200000000000005,0.445,2.69,1.11,1.09,0.0,Gambit Esports,LCL,34.6,-34.6,2019
5,2,3,33.5,57,54,1.06,0.66,-0.02,0.024,378.0,0.8,0.4,0.4,0.6,0.6,0.59,1.0,0.4,0.57,0.504,0.45399999999999996,3.75,1.32,1.67,40.0,Golden Guardians,LCS,51.5,-11.5,2019
3,0,3,32.9,18,46,0.39,0.65,-0.6,-0.081,222.0,0.33,0.67,0.67,1.0,0.67,0.42,1.0,0.33,0.33,0.489,0.423,4.46,1.25,1.72,0.0,Griffin,LCK,54.7,-54.7,2019
18,6,12,33.1,187,259,0.72,0.75,-0.94,-0.057,-952.0,0.5,0.22,0.28,0.28,0.44,0.4,0.33,0.44,0.54,0.496,0.491,3.03,1.09,1.16,33.33,HWA Gaming,TCL,39.6,-6.2,2019
4,1,3,34.6,37,47,0.79,0.61,0.05,0.0,470.0,0.5,0.75,1.0,0.5,0.5,0.39,0.0,0.5,0.67,0.509,0.461,3.38,1.36,1.43,25.0,INFINITY,LLA,54.6,-29.6,2019
10,6,4,36.3,138,91,1.52,0.63,-0.43,-0.019,-708.0,0.6,0.5,0.4,0.3,0.4,0.31,0.8,0.6,0.56,0.491,0.48700000000000004,3.48,1.33,1.33,60.0,INTZ,CBLOL,39.1,20.9,2019
14,10,4,32.1,253,223,1.13,1.06,0.92,0.06,1378.0,0.43,0.71,0.5,0.14,0.29,0.48,0.33,0.71,0.71,0.515,0.557,3.17,1.22,1.53,71.43,Invictus Gaming,MSI,60.1,11.4,2019
7,6,1,32.8,134,101,1.33,1.02,1.07,0.078,1361.0,0.57,0.71,0.71,0.86,0.43,0.5,0.0,0.71,0.7,0.517,0.536,3.45,1.28,1.45,85.71,Invictus Gaming,LPL,61.7,24.0,2019
13,9,4,33.8,184,121,1.52,0.69,1.0,0.045,877.0,0.69,0.54,0.77,0.54,0.38,0.5,1.0,0.69,0.67,0.5,0.535,2.74,1.06,1.48,69.23,Isurus,LLA,60.0,9.2,2019
4,1,3,35.3,27,37,0.73,0.45,0.24,0.01,91.0,0.5,0.5,0.5,0.5,0.75,0.59,0.0,0.25,0.2,0.511,0.51,4.14,1.3,1.67,25.0,J Team,PCS,57.4,-32.4,2019
17,9,8,32.1,255,262,0.97,0.94,0.0,-0.022000000000000002,-163.0,0.59,0.65,0.53,0.41,0.41,0.47,0.5,0.41,0.52,0.5,0.473,3.5,1.25,1.37,52.94,JD Gaming,LPL,51.0,2.0,2019
6,3,3,34.3,103,69,1.49,0.84,0.51,0.066,474.0,0.67,0.33,0.67,0.5,0.67,0.58,0.0,0.67,0.5,0.494,0.502,4.26,1.66,2.04,50.0,Kingzone DragonX,LCK,58.6,-8.6,2019
3,1,2,32.0,32,39,0.82,0.74,0.57,-0.063,572.0,1.0,0.67,0.67,0.33,0.67,0.33,0.0,0.33,0.25,0.499,0.465,4.26,1.37,1.92,33.33,Liiv SANDBOX,LCK,65.6,-32.3,2019
3,0,3,34.1,21,46,0.46,0.66,-0.86,-0.133,284.0,0.0,0.33,0.33,0.33,0.33,0.5,0.0,0.0,0.0,0.48200000000000004,0.436,3.91,1.24,1.55,0.0,M19,LCL,47.2,-47.2,2019
3,0,3,35.7,17,53,0.32,0.65,-1.81,-0.152,-1431.0,0.33,0.33,0.0,0.33,0.67,0.36,0.0,0.0,0.0,0.505,0.434,3.65,1.34,1.4,0.0,MAD Team,PCS,35.5,-35.5,2019
10,3,7,30.9,111,153,0.73,0.85,-0.57,-0.10099999999999999,-1427.0,0.3,0.5,0.3,0.3,0.4,0.45,0.5,0.3,0.43,0.504,0.43,3.34,1.15,1.28,30.0,Origen,LEC,38.4,-8.4,2019
4,3,1,37.6,78,57,1.37,0.9,1.73,0.044000000000000004,3129.0,0.25,1.0,0.75,0.75,0.5,0.8,0.0,0.5,0.63,0.508,0.5670000000000001,3.81,1.42,1.71,75.0,Phong Vũ Buffalo,VCS,73.6,1.4,2019
10,2,8,31.0,124,173,0.72,0.96,-0.47,-0.094,-737.0,0.7,0.4,0.4,0.6,0.5,0.49,0.0,0.3,0.29,0.493,0.49700000000000005,3.56,1.43,1.51,20.0,Phong Vũ Buffalo,MSI,44.3,-24.3,2019
4,1,3,36.7,29,46,0.63,0.51,-0.17,-0.015,-719.0,0.5,0.75,0.5,0.25,0.5,0.47,0.0,0.25,0.33,0.493,0.489,3.33,1.36,1.04,25.0,Pixel Esports Club,LLA,40.3,-15.3,2019
12,7,5,32.5,130,145,0.9,0.71,-0.59,-0.013999999999999999,-356.0,0.33,0.33,0.25,0.58,0.58,0.58,1.0,0.42,0.38,0.505,0.517,3.55,1.27,1.27,58.33,Rainbow7,LLA,47.1,11.3,2019
5,2,3,34.3,39,63,0.62,0.6,-0.38,-0.012,-987.0,0.0,0.2,0.4,0.4,0.6,0.64,0.0,0.4,0.29,0.515,0.5,3.44,1.39,1.32,40.0,Redemption eSports Porto Alegre,CBLOL,50.1,-10.1,2019
5,2,3,33.0,74,86,0.86,0.97,-0.46,-0.019,-313.0,0.2,0.2,0.4,0.4,0.8,0.6,0.0,0.6,0.44,0.484,0.486,3.62,1.42,1.37,40.0,Royal Never Give Up,LPL,46.6,-6.6,2019
18,14,4,32.8,266,185,1.44,0.76,1.28,0.1,1327.0,0.5,0.72,0.72,0.61,0.71,0.63,0.0,0.72,0.69,0.504,0.5489999999999999,3.05,1.03,1.26,77.78,Royal Youth,TCL,61.6,14.9,2019
4,1,3,38.6,45,62,0.73,0.69,-0.53,-0.017,-842.0,0.25,0.5,0.5,0.75,0.5,0.68,0.0,0.25,0.5,0.48700000000000004,0.515,3.31,1.16,1.56,25.0,SK Gaming,LEC,50.8,-25.8,2019
15,9,6,29.3,218,144,1.51,0.82,1.63,0.086,1198.0,0.64,0.64,0.71,0.67,0.71,0.66,0.0,0.57,0.63,0.5,0.5489999999999999,4.34,1.48,1.75,60.0,SK Telecom T1,MSI,61.2,3.1,2019
6,6,0,36.8,98,55,1.78,0.69,0.32,0.057,-283.0,0.5,0.5,0.5,0.17,0.5,0.58,0.5,0.5,0.75,0.507,0.5539999999999999,4.45,1.56,1.97,100.0,SK Telecom T1,LCK,47.4,52.6,2019
6,3,3,29.9,59,70,0.84,0.72,0.88,0.006999999999999999,1138.0,0.33,0.33,0.67,0.5,0.5,0.64,0.0,0.5,0.63,0.493,0.56,2.95,1.05,1.35,50.0,SinoDragon Gaming,LPL,61.3,-11.3,2019
4,1,3,34.5,57,79,0.72,0.99,-1.64,-0.037000000000000005,-3192.0,0.25,0.0,0.5,0.0,0.75,0.44,1.0,0.25,0.17,0.501,0.46299999999999997,3.77,1.4,1.94,25.0,Sky Gaming,VCS,27.4,-2.4,2019
8,4,4,36.6,120,107,1.12,0.78,0.09,-0.019,612.0,0.88,0.38,0.5,0.38,0.5,0.3,1.0,0.38,0.44,0.512,0.45399999999999996,3.58,1.28,1.49,50.0,Splyce,LEC,50.2,-0.2,2019
18,16,2,31.9,314,164,1.91,0.83,1.55,0.115,1619.0,0.56,0.61,0.72,0.56,0.72,0.72,0.5,0.67,0.71,0.509,0.5429999999999999,2.88,1.15,1.25,88.89,SuperMassive Esports,TCL,66.5,22.4,2019
14,8,6,34.8,183,144,1.27,0.67,0.11,-0.005,-238.0,0.71,0.43,0.36,0.29,0.21,0.47,0.33,0.43,0.52,0.496,0.506,3.33,1.28,1.19,57.14,TSM,LCS,46.0,11.2,2019
18,10,8,30.2,228,244,0.93,0.87,0.02,-0.008,-248.0,0.56,0.22,0.5,0.44,0.33,0.58,1.0,0.56,0.61,0.502,0.495,2.93,1.05,1.12,55.56,Team AURORA,TCL,47.0,8.6,2019
17,7,10,30.1,197,236,0.83,0.85,-0.99,-0.047,-1316.0,0.35,0.41,0.47,0.65,0.59,0.49,1.0,0.29,0.42,0.495,0.45399999999999996,3.43,1.26,1.43,41.18,Team Liquid,MSI,42.5,-1.3,2019
8,6,2,35.0,106,76,1.39,0.65,0.98,0.069,1458.0,0.63,0.88,0.88,0.88,0.75,0.63,0.67,0.63,0.64,0.51,0.505,3.36,1.13,1.37,75.0,Team Liquid,LCS,68.2,6.8,2019
3,0,3,28.5,20,60,0.33,0.94,-1.46,-0.175,-1748.0,0.67,0.33,0.0,1.0,0.33,0.1,0.0,0.0,0.0,0.49,0.38299999999999995,3.31,1.26,1.01,0.0,Team Vitality,LEC,39.8,-39.8,2019
4,1,3,32.5,50,67,0.75,0.9,-0.72,0.016,395.0,0.25,0.5,0.5,0.75,0.75,0.56,0.0,0.25,0.17,0.504,0.575,3.19,1.05,1.57,25.0,Team WE,LPL,43.1,-18.1,2019
11,5,6,30.9,133,148,0.9,0.83,-0.68,-0.027999999999999997,-1190.0,0.45,0.36,0.36,0.36,0.55,0.53,1.0,0.45,0.43,0.496,0.46799999999999997,3.19,1.26,1.61,45.45,Topsports Gaming,LPL,42.3,3.1,2019
6,3,3,31.8,62,68,0.91,0.68,1.01,0.035,1791.0,0.67,0.67,0.67,0.5,0.67,0.56,1.0,0.5,0.6,0.5,0.5579999999999999,3.48,1.35,1.65,50.0,Unsold Stuff Gaming,LJL,64.4,-14.4,2019
7,6,1,28.4,103,69,1.49,0.86,0.88,0.09699999999999999,1336.0,0.57,0.86,0.71,0.71,0.71,0.69,0.0,0.71,0.75,0.508,0.54,3.16,1.16,1.32,85.71,Vega Squadron,LCL,64.3,21.4,2019
4,1,3,30.4,42,51,0.82,0.77,-0.14,-0.068,-752.0,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.2,0.485,0.43799999999999994,3.21,1.28,1.1,25.0,XTEN Esports,LLA,39.9,-14.9,2019
9,5,4,34.8,102,90,1.13,0.61,-0.04,-0.019,632.0,0.56,0.56,0.56,0.44,0.22,0.41,0.0,0.44,0.5,0.49200000000000005,0.48,3.88,1.51,1.71,55.56,ahq eSports Club,PCS,51.9,3.6,2019
18,11,7,35.7,238,250,0.95,0.76,0.18,0.025,627.0,0.5,0.67,0.39,0.67,0.72,0.58,0.45,0.5,0.53,0.501,0.508,3.34,1.32,1.53,61.11,100 Thieves,LCS,60.1,1.0,2021
17,6,11,33.1,194,226,0.86,0.75,0.09,-0.008,301.0,0.59,0.53,0.41,0.55,0.18,0.42,0.67,0.29,0.35,0.499,0.49700000000000005,3.57,1.25,1.41,35.29,5 Ronin,TCL,49.6,-14.3,2021
8,4,4,35.2,98,105,0.93,0.72,0.06,0.022000000000000002,298.0,0.63,0.5,0.63,0.44,0.25,0.49,0.0,0.5,0.64,0.498,0.512,3.33,1.36,1.38,50.0,All Knights,LLA,56.4,-6.4,2021
6,2,4,30.6,65,109,0.6,0.95,-0.93,-0.08800000000000001,-512.0,0.17,0.5,0.5,0.5,0.5,0.36,0.0,0.17,0.27,0.507,0.467,3.6,1.12,1.43,33.33,BOOM Esports,PCS,48.1,-14.8,2021
5,2,3,29.6,61,75,0.81,0.92,-0.43,-0.024,-419.0,0.8,0.4,0.4,0.5,0.8,0.61,0.0,0.6,0.57,0.484,0.42100000000000004,3.82,1.48,1.65,40.0,Berjaya Dragons,PCS,47.4,-7.4,2021
15,6,9,33.9,184,232,0.79,0.82,-0.59,-0.031,-645.0,0.4,0.4,0.4,0.57,0.4,0.42,0.0,0.4,0.41,0.5,0.493,3.74,1.62,1.77,40.0,Beyond Gaming,PCS,43.9,-3.9,2021
18,9,9,32.1,234,228,1.03,0.8,0.6,-0.003,1220.0,0.67,0.56,0.61,0.61,0.65,0.56,1.0,0.39,0.45,0.502,0.527,3.15,1.24,1.5,50.0,Beşiktaş Esports,TCL,60.5,-7.6,2021
9,3,6,31.5,122,184,0.66,1.08,-1.03,-0.10300000000000001,-932.0,0.33,0.67,0.11,0.33,0.44,0.32,0.5,0.11,0.21,0.49200000000000005,0.469,3.36,1.61,1.64,33.33,CERBERUS Esports,VCS,39.1,-5.8,2021
11,7,4,32.7,150,121,1.24,0.75,-0.27,-0.003,-341.0,0.64,0.36,0.27,0.62,0.27,0.49,0.67,0.36,0.5,0.5,0.496,2.74,0.99,1.24,63.64,Chiefs Esports Club,LCO,46.5,17.1,2021
16,7,9,32.4,236,217,1.09,0.87,-0.46,0.006,-728.0,0.31,0.31,0.25,0.48,0.75,0.6,1.0,0.44,0.45,0.502,0.509,3.48,1.32,1.62,43.75,Cloud9,MSI,48.0,-4.2,2021
18,13,5,31.3,284,202,1.41,0.86,0.89,0.068,1035.0,0.67,0.61,0.61,0.56,0.5,0.54,1.0,0.67,0.67,0.513,0.531,3.17,1.22,1.43,72.22,Cloud9,LCS,57.9,14.3,2021
18,5,13,36.4,224,276,0.81,0.76,-0.18,-0.035,-339.0,0.89,0.44,0.39,0.3,0.61,0.47,0.17,0.5,0.39,0.498,0.47600000000000003,3.42,1.23,1.38,27.78,Counter Logic Gaming,LCS,46.8,-19.0,2021
3,0,3,28.2,16,49,0.33,0.77,-2.19,-0.128,-1814.0,0.33,0.0,0.67,0.17,0.33,0.17,0.0,0.0,0.0,0.491,0.484,3.31,1.4,1.38,0.0,Crest Gaming Act,LJL,28.5,-28.5,2021
7,4,3,35.5,96,107,0.9,0.82,-0.58,-0.043,-256.0,0.14,0.43,0.57,0.57,0.71,0.58,0.4,0.29,0.25,0.508,0.48100000000000004,3.16,1.14,1.31,57.14,CrowCrowd,LCL,50.7,6.4,2021
4,1,3,35.2,45,59,0.76,0.74,-0.69,-0.055999999999999994,-1311.0,0.5,0.25,0.0,0.38,0.5,0.39,1.0,0.5,0.5,0.5,0.485,3.49,1.5,1.86,25.0,DRX,LCK,36.3,-11.3,2021
26,18,8,30.8,388,295,1.32,0.85,0.87,0.055,1414.0,0.46,0.69,0.77,0.51,0.58,0.59,0.0,0.54,0.54,0.505,0.547,3.82,1.46,1.68,69.23,DWG KIA,MSI,60.8,8.4,2021
6,6,0,34.7,86,57,1.51,0.68,0.4,0.077,-196.0,0.5,0.67,0.67,0.5,0.5,0.69,0.0,1.0,1.0,0.49200000000000005,0.5670000000000001,3.34,1.35,2.14,100.0,DWG KIA,LCK,46.6,53.4,2021
18,9,9,31.4,250,212,1.18,0.82,0.31,0.01,463.0,0.5,0.44,0.44,0.47,0.28,0.48,0.0,0.5,0.5,0.496,0.485,2.93,1.09,1.17,50.0,Dark Passage,TCL,53.5,-3.5,2021
6,2,4,30.7,72,74,0.97,0.79,0.49,0.023,649.0,0.83,0.5,0.5,0.67,0.33,0.42,0.0,0.5,0.56,0.489,0.486,3.26,1.3,1.68,33.33,DetonatioN FocusMe,MSI,57.0,-23.7,2021
8,6,2,29.9,108,71,1.52,0.75,0.51,0.012,248.0,0.75,0.63,0.5,0.63,0.75,0.7,0.0,0.75,0.73,0.507,0.503,3.09,1.26,1.56,75.0,DetonatioN FocusMe,LJL,57.5,17.5,2021
18,11,7,33.1,261,226,1.15,0.81,-0.51,-0.024,-684.0,0.39,0.39,0.44,0.57,0.39,0.52,1.0,0.44,0.52,0.49700000000000005,0.483,2.91,1.32,1.54,61.11,Dignitas,LCS,41.1,20.0,2021
7,1,6,33.3,63,127,0.5,0.81,-1.21,-0.102,-2214.0,0.14,0.29,0.29,0.33,0.57,0.36,0.33,0.29,0.25,0.496,0.493,2.88,1.15,1.08,14.29,Dire Wolves,LCO,30.7,-16.4,2021
13,7,6,32.9,178,171,1.04,0.82,-1.15,-0.034,-1156.0,0.46,0.31,0.27,0.0,0.45,0.44,0.0,0.36,0.37,0.496,0.484,3.75,1.3,1.65,53.85,EDward Gaming,LPL,36.9,8.5,2021
18,10,8,35.8,269,269,1.0,0.83,0.32,-0.003,54.0,0.39,0.56,0.78,0.41,0.61,0.64,0.4,0.5,0.44,0.504,0.517,3.31,1.18,1.51,55.56,Evil Geniuses,LCS,53.0,2.6,2021
12,6,6,33.5,176,150,1.17,0.81,0.3,0.019,135.0,0.58,0.5,0.42,0.61,0.42,0.52,1.0,0.58,0.69,0.501,0.5,3.24,1.28,1.61,50.0,FC Schalke 04 Esports,LEC,48.1,1.9,2021
