"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Olaf","Jungle",3,"9.1%","6.1%","15.2%","67%","100%",8,9,26,3.8,"70.8%","20.0%","0%",-982,-1059,-22.3,5.7,"17.9%",313,"15.5%","17.3%",0.45,0.43
"Orianna","Middle",14,"42.4%","51.5%","93.9%","86%","7%",63,16,133,12.3,"74.0%","10.6%","0%",-21,-27,1.5,9.5,"29.3%",583,"27.0%","25.4%",0.43,0.2
"Rakan","Support",6,"18.2%","6.1%","24.2%","50%","100%",5,25,55,2.4,"75.9%","25.3%","33%",-249,-436,-24.3,0.8,"2.3%",179,"8.5%","8.9%",1.57,0.37
"Rell","Support",15,"45.5%","30.3%","75.8%","53%","7%",12,71,151,2.3,"72.4%","34.8%","47%",-166,-197,-4.8,1,"2.5%",156,"8.0%","8.8%",1.62,0.35
"Renekton","Top",3,"9.1%","3.0%","12.1%","67%","67%",3,9,25,3.1,"62.2%","28.1%","33%",451,395,6.3,7.2,"19.1%",280,"14.3%","18.7%",0.42,0.2
"Ryze","Middle",3,"9.1%","6.1%","15.2%","33%","100%",15,7,14,4.1,"65.9%","18.4%","0%",136,-92,-1,10.2,"32.5%",432,"25.2%","26.9%",0.59,0.27
"Senna","ADC",5,"15.2%","57.6%","72.7%","40%","40%",15,11,40,5,"83.3%","17.2%","20%",-1021,-812,-80.4,2.1,"9.5%",418,"23.6%","16.3%",1.18,0.55
"Seraphine","ADC",1,"3.0%","51.5%","57.6%","100%","100%",2,1,11,13,"86.7%","9.1%","100%",122,124,7,7.3,"21.2%",337,"16.9%","19.5%",0.27,0.2
"Seraphine","Middle",1,"3.0%","51.5%","57.6%","100%","0%",2,0,11,13,"100.0%","0.0%","0%",0,-550,-1,8.2,"23.4%",296,"23.7%","22.1%",0.33,0.25
"Sion","Top",7,"21.2%","9.1%","30.3%","29%","14%",9,29,41,1.7,"51.0%","23.0%","14%",14,241,1.7,7.1,"21.0%",340,"16.0%","19.4%",0.43,0.13
"Sivir","ADC",1,"3.0%","0.0%","3.0%","0%","100%",5,3,3,2.7,"100.0%","16.7%","0%",156,82,2,11.1,"39.9%",527,"34.3%","32.2%",0.41,0.67
"Sylas","Middle",2,"6.1%","9.1%","18.2%","50%","100%",10,5,8,3.6,"66.7%","17.2%","50%",-28,-309,-17.5,7.9,"24.5%",477,"26.5%","23.8%",0.4,0.11
"Sylas","Top",1,"3.0%","9.1%","18.2%","0%","100%",3,7,5,1.1,"47.1%","29.2%","100%",-1162,-813,-17,7.5,"26.6%",486,"19.0%","21.8%",0.36,0.02
"Syndra","Middle",3,"9.1%","12.1%","21.2%","33%","100%",9,10,11,2,"54.1%","19.6%","0%",86,104,1.3,9.5,"28.6%",459,"28.0%","26.6%",0.38,0.12
"Tahm Kench","Support",2,"6.1%","24.2%","30.3%","0%","0%",3,6,16,3.2,"65.5%","21.4%","0%",639,695,62.5,5,"11.7%",149,"8.0%","15.3%",0.38,0.15
"Thresh","Support",5,"15.2%","75.8%","90.9%","60%","40%",5,16,54,3.7,"76.6%","25.0%","20%",-250,-62,-22.6,1,"1.7%",117,"6.0%","9.3%",1.47,0.3
"Tristana","ADC",1,"3.0%","87.9%","100.0%","100%","0%",3,1,8,11,"55.0%","7.7%","0%",-479,8,-5,10.5,"39.7%",495,"21.7%","26.9%",0.86,0.38
"Tristana","Middle",3,"9.1%","87.9%","100.0%","33%","33%",16,6,7,3.8,"71.9%","13.6%","33%",318,121,1.7,9.7,"32.2%",715,"33.9%","30.4%",0.38,0.25
"Trundle","Jungle",1,"3.0%","0.0%","3.0%","0%","100%",0,5,9,1.8,"81.8%","19.2%","0%",-541,-258,-5,5.2,"17.5%",157,"8.4%","16.0%",0.44,0.47
"Twisted Fate","Middle",7,"21.2%","42.4%","63.6%","43%","71%",14,22,60,3.4,"76.3%","20.4%","14%",206,-24,-3.9,7.8,"22.3%",412,"23.1%","23.7%",0.36,0.17
"Udyr","Jungle",21,"63.6%","15.2%","78.8%","38%","48%",50,54,143,3.6,"70.4%","17.4%","38%",313,527,8.4,5.9,"15.8%",203,"11.3%","17.7%",0.37,0.48
"Urgot","Top",5,"15.2%","9.1%","24.2%","80%","0%",34,12,25,4.9,"60.8%","15.8%","20%",63,-386,-2.2,8.5,"28.5%",522,"26.5%","26.1%",0.48,0.28
"Varus","ADC",4,"12.1%","0.0%","12.1%","75%","25%",19,10,27,4.6,"79.3%","22.2%","25%",538,224,22.8,9,"29.5%",647,"29.3%","27.5%",0.43,0.37
"Vayne","ADC",2,"6.1%","6.1%","12.1%","100%","100%",11,7,17,4,"71.8%","36.8%","50%",674,144,-0.5,8.6,"29.7%",701,"31.9%","24.8%",0.39,0.42
"Viktor","Middle",9,"27.3%","18.2%","45.5%","44%","56%",31,28,45,2.7,"66.7%","18.7%","0%",-254,100,2,9.3,"29.0%",651,"33.3%","25.8%",0.43,0.21
"Volibear","Jungle",13,"39.4%","15.2%","54.5%","69%","62%",41,31,109,4.8,"70.1%","19.4%","38%",-154,-312,-7.3,5.1,"13.6%",255,"12.5%","16.9%",0.58,0.36
"Wukong","Top",5,"15.2%","12.1%","27.3%","60%","100%",19,6,13,5.3,"45.1%","10.3%","20%",107,45,-13.4,7.8,"25.0%",327,"19.6%","22.3%",0.44,0.15
"Xayah","ADC",10,"30.3%","18.2%","48.5%","10%","80%",28,26,25,2,"52.5%","15.9%","20%",-156,-100,-3,9.1,"31.5%",420,"24.2%","26.6%",0.43,0.3
"Yone","-",0,"0%","3.0%","3.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zoe","Middle",1,"3.0%","0.0%","3.0%","0%","100%",3,5,9,2.4,"63.2%","18.5%","0%",-147,-379,-17,7.8,"29.7%",444,"20.2%","23.0%",0.4,0.28
