"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Taric","Support",2,"4.7%","0.0%","4.7%","0%","100%",0,8,3,0.4,"60.0%","29.6%","0%",-238,115,11.5,1.6,"5.1%",45,"4.6%","6.7%",1.4,0.35
"Thresh","Support",2,"4.7%","9.3%","14.0%","50%","0%",1,7,29,4.3,"81.1%","28.0%","50%",-44,-177,-6.5,1.2,"3.3%",137,"7.9%","9.8%",1.43,0.32
"Tristana","ADC",5,"11.6%","14.0%","25.6%","20%","40%",9,11,15,2.2,"61.5%","20.8%","0%",-268,-176,-4,11.3,"35.9%",383,"26.2%","28.7%",0.4,0.44
"Trundle","Jungle",24,"55.8%","14.0%","69.8%","42%","13%",39,43,126,3.8,"74.0%","15.1%","42%",31,-99,-0.7,4.9,"12.9%",130,"8.4%","16.7%",0.61,0.46
"Varus","ADC",6,"14.0%","14.0%","27.9%","50%","67%",27,14,25,3.7,"74.3%","19.2%","50%",154,130,3.3,9.4,"30.7%",428,"28.1%","27.3%",0.41,0.3
"Vel'Koz","Middle",1,"2.3%","0.0%","2.3%","0%","100%",3,1,6,9,"100.0%","7.7%","0%",228,90,11,7.8,"18.5%",465,"35.9%","22.1%",0.64,0.11
"Vladimir","Middle",7,"16.3%","37.2%","65.1%","100%","71%",43,8,24,8.4,"60.9%","22.9%","43%",197,0,2.9,9.7,"27.0%",570,"30.2%","24.2%",0.53,0.19
"Vladimir","Top",5,"11.6%","37.2%","65.1%","20%","60%",12,15,21,2.2,"58.9%","22.1%","40%",-241,-366,-11.4,9.5,"28.8%",454,"26.7%","24.8%",0.55,0.18
"Xayah","ADC",10,"23.3%","0.0%","23.3%","40%","70%",31,20,42,3.7,"74.5%","16.4%","10%",-289,53,-4.1,10.8,"33.9%",522,"30.2%","26.7%",0.44,0.42
"Xin Zhao","Jungle",2,"4.7%","2.3%","7.0%","50%","100%",7,3,11,6,"62.1%","27.3%","100%",489,702,11,5.9,"17.7%",274,"15.1%","19.5%",0.36,0.51
"Yasuo","Middle",6,"14.0%","32.6%","48.8%","17%","50%",17,21,14,1.5,"70.5%","28.8%","50%",-6,248,7.5,9.6,"27.9%",334,"25.5%","26.0%",0.56,0.22
"Yasuo","Top",1,"2.3%","32.6%","48.8%","100%","100%",4,1,4,8,"50.0%","25.0%","0%",56,167,10,9.7,"27.7%",262,"13.3%","23.9%",0.68,0.28
"Zac","Jungle",6,"14.0%","4.7%","18.6%","67%","100%",10,10,48,5.8,"64.4%","14.9%","17%",-142,-288,-10,4.9,"13.3%",199,"9.2%","15.8%",0.58,0.53
"Zoe","Middle",9,"20.9%","39.5%","60.5%","33%","44%",27,23,29,2.4,"73.7%","22.3%","44%",145,115,4,8.6,"23.3%",521,"29.1%","22.9%",0.57,0.2
