"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Newbie","Isurus","Support",6,"17%","50%",7,18,41,2.7,"72.7%","10.6%","15.1%","0%",-184,-156,-2.3,1,"4.3%",255,"13.9%",,123,"12.3%",,1.46,0.31,0.37
"Oddie","Lyon Gaming","Jungle",6,"67%","50%",19,18,27,2.6,"59.0%","24.4%","31.6%","67%",16,-60,1.7,4.3,"13.1%",245,"15.8%",,202,"17.9%",,0.92,0.23,0.32
"Optimus","GAM Esports","Middle",15,"67%","73%",90,41,93,4.5,"67.5%","33.2%","21.5%","33%",193,-56,-3.7,8.3,"26.4%",536,"26.2%",,295,"23.9%",,0.45,0.18,0.3
"Paranoia","Virtus.pro","Middle",6,"33%","17%",21,27,31,1.9,"56.5%","22.8%","27.6%","17%",-11,-93,2,8.4,"26.5%",575,"25.2%",,267,"22.7%",,0.49,0.15,0.17
"Pride","Isurus","Top",6,"17%","50%",11,21,22,1.6,"50.0%","16.7%","17.6%","17%",153,130,5,8.2,"27.8%",465,"24.5%",,229,"23.0%",,0.51,0.08,0.15
"QQMore","Isurus","Jungle",6,"17%","100%",14,29,23,1.3,"56.1%","21.2%","24.4%","33%",-620,-442,-6.5,4.2,"13.4%",312,"16.7%",,188,"18.4%",,0.97,0.23,0.29
"Ramune","Rampage","Middle",6,"17%","17%",13,15,33,3.1,"62.2%","17.6%","19.2%","17%",70,186,0.2,8.5,"28.6%",510,"27.3%",,239,"23.6%",,0.23,0.06,0.25
"Richard","Dire Wolves","Middle",6,"33%","83%",9,17,26,2.1,"53.0%","13.6%","21.8%","33%",-249,-296,-2.5,9.2,"30.0%",402,"22.8%",,252,"23.5%",,0.39,0.1,0.12
"Robo","RED Canids","Top",6,"67%","67%",35,29,23,2,"59.2%","35.7%","29.9%","50%",-222,-336,-4.5,7.9,"28.3%",492,"25.8%",,281,"23.3%",,0.48,0.08,0.15
"SaNTaS","Virtus.pro","Support",6,"33%","83%",8,24,51,2.5,"64.1%","8.7%","24.5%","33%",265,132,4.8,1.2,"4.6%",242,"10.6%",,151,"12.9%",,1.5,0.43,0.34
"Seiya","Lyon Gaming","Middle",6,"67%","67%",17,8,39,7,"71.8%","21.8%","14.0%","33%",-104,62,-0.8,8.4,"27.1%",451,"29.5%",,263,"23.2%",,0.66,0.24,0.18
"Shernfire","Dire Wolves","Jungle",6,"33%","33%",17,20,28,2.3,"68.2%","25.8%","25.6%","50%",114,413,3.5,4.6,"14.7%",331,"17.3%",,211,"19.6%",,0.74,0.17,0.3
"Slay","GAM Esports","ADC",15,"67%","60%",54,36,107,4.5,"59.4%","19.9%","18.8%","33%",1,103,-4.2,8.3,"27.8%",459,"22.9%",,283,"23.1%",,0.46,0.15,0.22
"Stark","GAM Esports","Top",15,"67%","27%",38,41,101,3.4,"51.3%","14.0%","21.5%","7%",-8,-4,-0.9,7.7,"22.0%",433,"21.6%",,249,"20.1%",,0.58,0.21,0.12
"Stomaged","SuperMassive Esports","Jungle",13,"46%","31%",21,50,79,2,"73.0%","15.3%","23.3%","15%",-227,-321,-7,3.7,"13.0%",219,"12.1%",,188,"18.0%",,0.75,0.27,0.23
"Svenskeren","TSM","Jungle",5,"60%","60%",16,18,36,2.9,"68.4%","21.1%","22.2%","0%",-233,-119,-2.4,3.4,"10.3%",267,"12.9%",,214,"18.5%",,0.91,0.28,0.32
"SwordArt","Flash Wolves","Support",3,"100%","33%",7,1,36,43,"66.2%","10.8%","9.1%","67%",290,575,-0.7,0.7,"2.3%",339,"17.2%",,177,"12.6%",,1.34,0.35,0.47
"tockers","RED Canids","Middle",5,"60%","40%",9,16,25,2.1,"58.6%","15.5%","22.9%","0%",269,115,3.2,8.1,"27.5%",477,"26.8%",,254,"22.0%",,0.58,0.13,0.12
"Tussle","Rampage","Jungle",6,"17%","50%",29,21,25,2.6,"73.0%","39.2%","26.9%","33%",160,306,20.7,5.3,"18.1%",331,"18.1%",,221,"21.5%",,0.71,0.15,0.45
"WhiteLotus","Lyon Gaming","ADC",6,"67%","50%",34,12,23,4.8,"73.1%","43.6%","21.1%","33%",53,104,8,9.1,"30.1%",498,"31.0%",,304,"26.4%",,0.48,0.12,0.31
"WildTurtle","TSM","ADC",5,"60%","60%",13,15,28,2.7,"53.9%","17.1%","18.5%","20%",327,42,5.4,7.8,"27.4%",383,"19.0%",,262,"22.3%",,0.47,0.16,0.22
"YoDa","RED Canids","Middle",1,"100%","0%",7,8,10,2.1,"42.5%","17.5%","29.6%","0%",330,24,-9,7.4,"27.9%",607,"20.5%",,299,"21.1%",,0.51,0.05,0.12
"Yutorimoyashi","Rampage","ADC",6,"17%","50%",14,11,31,4.1,"60.8%","18.9%","14.1%","0%",-268,-266,-7.5,8.7,"29.9%",446,"23.7%",,250,"24.1%",,0.4,0.09,0.24
"Zeitnot","SuperMassive Esports","ADC",13,"46%","31%",43,38,44,2.3,"63.5%","31.4%","17.7%","8%",-119,18,4.8,8.7,"30.0%",568,"28.2%",,267,"24.9%",,0.35,0.14,0.23
