"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jayce","Middle",2,"5.6%","0.0%","11.1%","50%","0%",5,6,12,2.8,"48.6%","15.8%","0%",-234,320,-1,7.9,"26.2%",573,"24.2%","21.2%",0.55,0.24
"Jayce","Top",2,"5.6%","0.0%","11.1%","0%","50%",12,14,9,1.5,"53.8%","22.2%","0%",142,139,6.5,7,"24.5%",708,"29.0%","21.3%",0.46,0.11
"Jhin","ADC",4,"11.1%","0.0%","11.1%","25%","100%",15,12,29,3.7,"71.0%","16.9%","25%",613,69,9.5,7.5,"25.1%",477,"22.2%","23.1%",0.43,0.14
"Jinx","ADC",1,"2.8%","0.0%","2.8%","100%","100%",5,1,7,12,"80.0%","14.3%","100%",386,36,4,9.4,"30.8%",572,"29.1%","26.0%",0.43,0.14
"Kalista","ADC",1,"2.8%","0.0%","2.8%","100%","100%",9,1,3,12,"85.7%","25.0%","100%",812,283,15,9.8,"31.2%",555,"30.2%","28.4%",0.48,0.61
"Karma","Middle",2,"5.6%","19.4%","75.0%","100%","50%",8,2,27,17.5,"87.5%","12.5%","50%",725,598,5.5,8.4,"29.5%",485,"23.5%","23.2%",0.39,0.3
"Karma","Support",18,"50.0%","19.4%","75.0%","67%","33%",12,36,162,4.8,"64.9%","16.8%","22%",35,-44,-1.4,0.8,"3.4%",224,"11.5%","11.8%",1.28,0.44
"Kennen","ADC",1,"2.8%","58.3%","66.7%","100%","0%",5,1,7,12,"66.7%","5.9%","0%",-387,256,-2,8.2,"25.6%",480,"17.8%","23.7%",0.5,0.27
"Kennen","Top",2,"5.6%","58.3%","66.7%","50%","50%",8,9,2,1.1,"38.5%","25.7%","0%",-45,-378,-3,9.1,"30.5%",463,"29.1%","25.4%",0.52,0.15
"Kha'Zix","Jungle",10,"27.8%","8.3%","36.1%","40%","80%",41,31,50,2.9,"65.0%","20.5%","50%",-254,-135,1,4.8,"15.8%",386,"20.2%","19.8%",0.89,0.35
"Kled","Top",1,"2.8%","13.9%","16.7%","100%","100%",3,0,7,10,"58.8%","0.0%","0%",420,728,5,9.6,"30.1%",467,"26.8%","23.0%",0.56,0.16
"Kog'Maw","ADC",2,"5.6%","5.6%","11.1%","0%","50%",8,10,7,1.5,"46.9%","20.8%","0%",-426,-69,-4,8.4,"29.6%",616,"26.1%","24.7%",0.4,0.17
"LeBlanc","Middle",7,"19.4%","61.1%","80.6%","29%","43%",28,22,26,2.5,"63.5%","18.8%","0%",-40,178,0.3,7.4,"25.4%",484,"23.9%","22.3%",0.42,0.22
"Lee Sin","Jungle",23,"63.9%","25.0%","88.9%","52%","43%",70,67,151,3.3,"65.4%","22.2%","39%",40,84,3.5,4.4,"14.2%",258,"13.5%","18.6%",0.9,0.28
"Lissandra","Middle",1,"2.8%","0.0%","2.8%","100%","100%",5,1,12,17,"81.0%","16.7%","0%",442,-125,-3,7.1,"19.4%",591,"28.2%","22.7%",0.44,0.13
"Lucian","ADC",5,"13.9%","13.9%","27.8%","80%","60%",18,6,29,7.8,"61.0%","11.5%","0%",-217,50,-4.8,8.4,"27.7%",594,"27.2%","23.2%",0.46,0.39
"Lulu","Support",19,"52.8%","47.2%","100.0%","53%","11%",16,46,186,4.4,"71.1%","17.8%","16%",-12,43,-2.3,0.7,"3.1%",141,"7.3%","11.8%",1.29,0.38
"Malzahar","Support",3,"8.3%","11.1%","19.4%","100%","67%",3,10,38,4.1,"53.2%","27.8%","67%",185,115,2.7,0.9,"3.2%",270,"12.1%","12.3%",1.29,0.54
"Maokai","Top",2,"5.6%","0.0%","5.6%","0%","50%",1,5,2,0.6,"42.9%","14.3%","0%",-454,-185,-6,7,"25.1%",258,"16.7%","21.5%",0.45,0.11
"Miss Fortune","Support",1,"2.8%","2.8%","5.6%","0%","100%",0,5,1,0.2,"50.0%","29.4%","0%",-338,-712,14,2,"8.7%",297,"24.6%","12.7%",0.83,0.52
"Nami","Support",4,"11.1%","19.4%","30.6%","0%","100%",1,14,15,1.1,"55.2%","21.5%","25%",-162,-197,-4.8,0.4,"2.1%",130,"9.6%","10.5%",1.29,0.34
"Nautilus","Support",2,"5.6%","19.4%","47.2%","50%","0%",0,7,18,2.6,"54.5%","25.0%","0%",232,239,7.5,1.5,"5.3%",146,"7.4%","11.1%",1.16,0.32
"Nautilus","Top",8,"22.2%","19.4%","47.2%","63%","75%",14,20,59,3.7,"64.0%","16.7%","0%",-124,-265,0.4,7.3,"24.8%",421,"20.6%","20.1%",0.49,0.12
"Nidalee","Jungle",1,"2.8%","5.6%","8.3%","0%","100%",3,3,3,2,"50.0%","13.0%","100%",-319,177,4,5.2,"17.4%",283,"14.8%","20.2%",0.86,0.4
"Olaf","Top",1,"2.8%","0.0%","2.8%","0%","100%",0,4,2,0.5,"33.3%","26.7%","0%",170,422,14,8.5,"28.4%",365,"23.4%","22.1%",0.51,0.14
"Orianna","Middle",7,"19.4%","13.9%","33.3%","29%","43%",19,24,26,1.9,"64.3%","21.1%","14%",-187,70,2.9,8.5,"27.2%",429,"23.4%","24.0%",0.52,0.19
"Poppy","Top",1,"2.8%","0.0%","2.8%","0%","100%",1,4,8,2.3,"56.3%","28.6%","0%",-49,-517,-9,7,"23.2%",423,"18.4%","19.6%",0.54,0.14
"Renekton","Top",5,"13.9%","8.3%","22.2%","40%","80%",14,18,20,1.9,"53.1%","22.8%","0%",-81,-342,-2.8,9.1,"30.3%",409,"21.5%","23.7%",0.53,0.16
"Rengar","Jungle",1,"2.8%","2.8%","5.6%","100%","100%",9,2,11,10,"80.0%","33.3%","100%",862,668,30,5.8,"18.0%",490,"20.3%","22.9%",0.99,0.25
"Rumble","Top",10,"27.8%","33.3%","61.1%","40%","60%",36,37,57,2.5,"61.2%","23.3%","20%",254,209,5.7,8.1,"25.7%",614,"28.9%","22.6%",0.59,0.11
"Ryze","Middle",3,"8.3%","0.0%","8.3%","67%","67%",13,2,17,15,"57.7%","9.5%","33%",-391,-480,-5.7,9.7,"30.1%",407,"23.5%","25.4%",0.58,0.15
"Shen","Top",5,"13.9%","52.8%","66.7%","20%","80%",8,15,23,2.1,"55.4%","20.5%","0%",-254,-218,-15.4,6.6,"21.3%",296,"17.8%","19.1%",0.58,0.13
"Sona","Support",2,"5.6%","2.8%","8.3%","50%","100%",3,5,12,3,"71.4%","17.2%","0%",-505,-211,-7.5,0.4,"1.7%",151,"9.9%","10.1%",1.1,0.29
"Syndra","Middle",13,"36.1%","50.0%","86.1%","62%","31%",66,43,55,2.8,"58.7%","23.9%","38%",195,-23,5.9,8.7,"28.4%",605,"30.9%","24.3%",0.48,0.21
"Tahm Kench","Top",1,"2.8%","11.1%","13.9%","0%","100%",2,2,1,1.5,"60.0%","25.0%","100%",270,14,1,6.9,"22.6%",293,"26.1%","21.2%",0.53,0.09
"Taliyah","Middle",9,"25.0%","16.7%","41.7%","44%","11%",29,29,48,2.7,"57.5%","23.0%","11%",5,-291,-4.1,8.7,"29.4%",507,"25.6%","23.8%",0.5,0.22
"Talon","Middle",2,"5.6%","5.6%","11.1%","50%","100%",6,4,5,2.8,"68.8%","21.1%","50%",278,-202,5,10,"33.9%",405,"22.8%","26.1%",0.45,0.17
"Thresh","Support",4,"11.1%","13.9%","25.0%","50%","100%",1,8,30,3.9,"77.5%","19.5%","25%",247,-114,5.5,1.1,"3.4%",103,"6.3%","10.8%",1.44,0.41
"Twitch","ADC",2,"5.6%","2.8%","8.3%","100%","100%",28,3,11,13,"69.6%","8.1%","0%",-291,-217,-9,8.6,"30.8%",925,"39.8%","28.5%",0.41,0.16
"Varus","ADC",13,"36.1%","36.1%","72.2%","46%","62%",39,29,67,3.7,"66.3%","17.4%","31%",147,-5,-0.2,9.1,"29.7%",408,"23.8%","24.4%",0.41,0.28
"Viktor","Middle",1,"2.8%","0.0%","2.8%","0%","100%",6,6,4,1.7,"37.0%","15.0%","0%",-330,-24,9,8.5,"32.2%",715,"23.4%","23.0%",0.36,0.12
"Vladimir","Middle",1,"2.8%","2.8%","5.6%","0%","100%",2,3,3,1.7,"83.3%","20.0%","0%",-887,-418,-9,8.2,"27.1%",294,"18.8%","22.4%",0.31,0.17
"Zed","Middle",1,"2.8%","0.0%","2.8%","100%","100%",9,4,6,3.8,"65.2%","25.0%","0%",-273,287,-5,7.2,"26.1%",719,"29.4%","24.0%",0.6,0.11
"Ziggs","ADC",3,"8.3%","27.8%","36.1%","100%","100%",11,8,26,4.6,"50.7%","19.0%","0%",278,560,4.3,8.7,"30.7%",539,"24.3%","22.5%",0.52,0.17
"Zilean","Middle",2,"5.6%","5.6%","11.1%","50%","100%",5,5,13,3.6,"69.2%","20.8%","0%",-348,-374,-15.5,7.9,"22.6%",232,"16.1%","21.4%",0.53,0.23
"Zyra","Support",9,"25.0%","19.4%","44.4%","44%","67%",7,35,58,1.9,"61.3%","24.1%","11%",-131,87,-1.9,0.9,"4.1%",364,"18.9%","12.5%",1.4,0.5
