"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lulu","Middle",5,"15.6%","40.6%","68.8%","40%","-",9,9,27,4,"70.6%","18.8%","-","-","-","-","-","-","-","-","-","-","-"
"Lulu","Top",4,"12.5%","40.6%","68.8%","75%","-",7,10,38,4.5,"70.3%","18.5%","-","-","-","-","-","-","-","-","-","-","-"
"Maokai","Jungle",1,"3.1%","28.1%","78.1%","0%","-",3,4,5,2,"80.0%","23.5%","-","-","-","-","-","-","-","-","15.6%","-","-"
"Maokai","Top",15,"46.9%","28.1%","78.1%","33%","-",37,55,95,2.4,"74.2%","24.9%","-","-","-","-","-","-","-","-","-","-","-"
"Morgana","Support",4,"12.5%","0.0%","12.5%","50%","-",5,12,38,3.6,"87.8%","16.4%","-","-","-","-","-","-","-","-","-","-","-"
"Nami","Support",2,"6.3%","0.0%","6.3%","50%","-",0,6,26,4.3,"72.2%","26.1%","-","-","-","-","-","-","-","-","-","-","-"
"Nautilus","Support",16,"50.0%","0.0%","53.1%","38%","-",9,43,117,2.9,"64.9%","21.0%","-","-","-","-","-","-","-","-","-","-","-"
"Nautilus","Top",1,"3.1%","0.0%","53.1%","0%","-",0,3,3,1,"100.0%","17.6%","-","-","-","-","-","-","-","-","-","-","-"
"Nidalee","Jungle",3,"9.4%","18.8%","28.1%","33%","-",10,5,6,3.2,"66.7%","20.8%","-","-","-","-","-","-","-","-","-","-","-"
"Nunu & Willump","Jungle",18,"56.3%","34.4%","90.6%","44%","-",23,43,146,3.9,"81.6%","17.6%","-","-","-","-","-","-","-","-","-","-","-"
"Orianna","Middle",9,"28.1%","12.5%","40.6%","67%","-",44,18,56,5.6,"72.5%","20.2%","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",12,"37.5%","25.0%","62.5%","67%","-",38,25,90,5.1,"72.3%","20.3%","-","-","-","-","-","-","-","-","-","-","-"
"Rengar","Jungle",1,"3.1%","0.0%","3.1%","0%","-",0,4,3,0.8,"60.0%","23.5%","-","-","-","-","-","-","-","-","-","-","-"
"Rumble","Top",3,"9.4%","3.1%","12.5%","33%","-",7,5,14,4.2,"70.0%","18.5%","-","-","-","-","-","-","-","-","-","-","-"
"Ryze","Middle",2,"6.3%","0.0%","6.3%","0%","-",6,8,5,1.4,"78.6%","19.5%","-","-","-","-","-","-","-","-","-","-","-"
"Sejuani","Jungle",12,"37.5%","46.9%","84.4%","58%","-",21,26,104,4.8,"79.1%","20.6%","-","-","-","-","-","-","-","-","-","-","-"
"Shyvana","Top",2,"6.3%","0.0%","6.3%","100%","-",3,3,19,7.3,"61.1%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Sion","Top",4,"12.5%","9.4%","21.9%","75%","-",6,14,43,3.5,"66.2%","23.3%","-","-","-","-","-","-","-","-","-","-","-"
"Sivir","ADC",10,"31.3%","3.1%","34.4%","50%","-",43,21,50,4.4,"74.4%","15.7%","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",14,"43.8%","15.6%","59.4%","57%","-",11,47,121,2.8,"69.8%","23.5%","-","-","-","-","-","-","-","-","8.0%","-","-"
"Tristana","ADC",4,"12.5%","0.0%","12.5%","25%","-",12,9,10,2.4,"75.9%","17.6%","-","-","-","-","-","-","-","-","-","-","-"
"Trundle","Jungle",1,"3.1%","31.3%","40.6%","0%","-",2,4,6,2,"100.0%","18.2%","-","-","-","-","-","-","-","-","-","-","-"
"Trundle","Top",2,"6.3%","31.3%","40.6%","50%","-",2,4,17,4.8,"76.0%","19.0%","-","-","-","-","-","-","-","-","-","-","-"
"Twisted Fate","Middle",3,"9.4%","0.0%","9.4%","67%","-",8,17,29,2.2,"69.8%","34.0%","-","-","-","-","-","-","-","-","-","-","-"
"Urgot","ADC",4,"12.5%","46.9%","59.4%","50%","-",14,7,29,6.1,"74.1%","14.0%","-","-","-","-","-","-","-","-","-","-","-"
"Vayne","ADC",5,"15.6%","0.0%","15.6%","40%","-",29,11,22,4.6,"73.9%","18.0%","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","Middle",4,"12.5%","3.1%","15.6%","25%","-",15,11,13,2.5,"82.4%","15.5%","-","-","-","-","-","-","-","-","-","-","-"
"Xerath","-",0,"0%","12.5%","12.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Yasuo","Middle",1,"3.1%","0.0%","3.1%","0%","-",0,2,0,0,"0.0%","22.2%","-","-","-","-","-","-","-","-","-","-","-"
