"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kassadin","Middle",1,"4.2%","0.0%","4.2%","0%","100%",0,1,1,1,"100.0%","6.3%","0%",-367,711,12,8.7,"27.7%",273,"23.8%","25.0%",0.29,0.16
"LeBlanc","Middle",1,"4.2%","8.3%","12.5%","100%","100%",5,0,4,9,"64.3%","0.0%","0%",40,203,3,6.8,"18.4%",467,"23.2%","20.4%",0.45,0.14
"Leona","Support",5,"20.8%","8.3%","29.2%","40%","80%",3,9,33,4,"65.5%","16.4%","40%",-396,-93,-8.8,1.3,"2.6%",99,"5.7%","9.1%",1.44,0.37
"Lillia","Jungle",2,"8.3%","33.3%","41.7%","50%","100%",4,1,10,14,"60.9%","4.0%","0%",85,-61,0.5,6.7,"23.6%",306,"15.8%","18.6%",0.35,0.19
"Lissandra","Middle",1,"4.2%","0.0%","4.2%","0%","100%",1,5,3,0.8,"57.1%","22.7%","0%",107,200,7,6.7,"19.5%",500,"28.9%","18.8%",0.35,0.14
"Lucian","Middle",1,"4.2%","16.7%","20.8%","100%","100%",4,2,4,4,"50.0%","20.0%","0%",757,65,22,9.3,"33.7%",615,"30.9%","26.3%",0.3,0.38
"Lulu","Support",1,"4.2%","0.0%","4.2%","0%","100%",0,0,4,4,"100.0%","0.0%","0%",378,628,1,1,"1.4%",54,"3.5%","10.1%",1.23,0.28
"Malphite","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Maokai","Support",1,"4.2%","4.2%","8.3%","100%","100%",2,0,16,18,"81.8%","0.0%","0%",1027,622,61,6.2,"20.6%",351,"16.1%","19.5%",0.49,0.12
"Nautilus","Support",3,"12.5%","8.3%","20.8%","67%","33%",4,14,28,2.3,"74.4%","37.8%","0%",-6,-123,-2,2.6,"6.2%",164,"7.7%","11.6%",1.25,0.19
"Nidalee","Jungle",2,"8.3%","16.7%","25.0%","100%","100%",5,2,12,8.5,"65.4%","22.2%","0%",-433,-411,-4,7.6,"23.0%",480,"26.9%","20.0%",0.97,0.77
"Nocturne","Jungle",2,"8.3%","41.7%","54.2%","100%","50%",5,3,24,9.7,"85.3%","13.6%","50%",189,-141,-0.5,5.7,"18.3%",350,"17.0%","19.4%",0.97,0.33
"Nocturne","Top",1,"4.2%","41.7%","54.2%","0%","100%",1,3,1,0.7,"28.6%","15.8%","0%",-3,423,-9,7.2,"23.1%",219,"15.8%","18.3%",0.3,0.11
"Olaf","Jungle",13,"54.2%","16.7%","70.8%","38%","77%",43,39,49,2.4,"75.4%","21.8%","46%",97,266,4.3,6.3,"19.0%",393,"21.9%","20.5%",0.36,0.42
"Orianna","Middle",6,"25.0%","66.7%","91.7%","33%","17%",13,7,37,7.1,"75.8%","9.7%","17%",217,89,2.5,7.8,"23.8%",473,"27.8%","23.7%",0.43,0.14
"Ornn","Top",2,"8.3%","0.0%","8.3%","0%","100%",0,4,3,0.8,"37.5%","11.4%","0%",-416,-755,-19,7,"22.7%",270,"18.3%","18.7%",0.41,0.08
"Qiyana","Middle",1,"4.2%","4.2%","8.3%","100%","0%",7,1,4,11,"50.0%","14.3%","100%",-107,-200,-7,7.8,"27.0%",486,"21.5%","23.5%",0.35,0.21
"Rakan","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rell","Support",10,"41.7%","50.0%","91.7%","60%","80%",8,32,74,2.6,"67.2%","38.1%","30%",-145,-184,-1.6,1.1,"2.6%",124,"7.4%","8.6%",1.5,0.29
"Renekton","Top",4,"16.7%","50.0%","66.7%","50%","50%",6,8,20,3.3,"70.3%","25.8%","0%",130,-60,1.8,7.5,"23.2%",284,"17.2%","21.7%",0.35,0.18
"Rumble","Middle",1,"4.2%","4.2%","8.3%","0%","100%",2,1,4,6,"85.7%","5.3%","0%",-610,96,4,7.5,"21.6%",587,"42.3%","23.1%",0.45,0.19
"Ryze","Middle",3,"12.5%","8.3%","20.8%","67%","67%",17,7,13,4.3,"66.7%","21.2%","33%",224,-77,3.7,9.2,"28.9%",502,"28.4%","26.9%",0.51,0.17
"Samira","ADC",4,"16.7%","8.3%","25.0%","100%","50%",28,6,15,7.2,"63.2%","42.9%","25%",40,3,-7.8,8.5,"28.3%",520,"26.3%","24.8%",0.37,0.5
"Senna","ADC",4,"16.7%","62.5%","79.2%","50%","0%",15,10,37,5.2,"88.1%","16.9%","50%",-430,-689,-70.3,1.8,"8.7%",524,"25.2%","16.7%",1.19,0.69
"Seraphine","Middle",6,"25.0%","58.3%","83.3%","50%","33%",8,12,46,4.5,"90.0%","17.6%","33%",-37,140,-0.3,7.6,"20.9%",297,"16.9%","21.3%",0.28,0.21
"Sett","Support",5,"20.8%","0.0%","20.8%","60%","80%",6,16,40,2.9,"66.7%","30.8%","20%",-254,-13,-19,1.4,"4.3%",194,"11.0%","9.8%",1.59,0.46
"Shen","Top",1,"4.2%","0.0%","4.2%","0%","100%",0,6,1,0.2,"100.0%","37.5%","0%",-1496,-1184,-18,6.1,"17.0%",261,"22.8%","17.2%",0.36,0.07
"Sion","Top",5,"20.8%","12.5%","33.3%","60%","20%",5,7,26,4.4,"49.2%","14.9%","0%",-284,-268,-13.4,7,"19.1%",272,"16.3%","18.7%",0.36,0.16
"Skarner","Jungle",1,"4.2%","0.0%","4.2%","0%","100%",0,4,5,1.3,"71.4%","18.2%","0%",-299,-699,-15,4.9,"12.8%",179,"10.3%","16.2%",0.28,0.28
"Sylas","Middle",1,"4.2%","4.2%","8.3%","100%","100%",3,1,6,9,"60.0%","12.5%","100%",-107,-364,-5,8.6,"24.3%",597,"30.4%","21.8%",0.29,0.16
"Syndra","Middle",4,"16.7%","0.0%","16.7%","50%","25%",13,6,15,4.7,"63.6%","18.2%","25%",119,148,8,8.6,"25.2%",494,"29.4%","24.4%",0.37,0.21
"Tahm Kench","Support",3,"12.5%","0.0%","12.5%","0%","0%",3,12,14,1.4,"65.4%","22.2%","33%",544,479,33.3,3.7,"9.3%",190,"10.1%","13.9%",0.77,0.17
"Thresh","Support",11,"45.8%","33.3%","79.2%","27%","0%",2,38,65,1.8,"83.8%","23.8%","9%",-5,127,0.5,1.2,"2.4%",83,"5.2%","8.6%",1.54,0.32
"Tristana","ADC",2,"8.3%","66.7%","79.2%","50%","50%",5,3,4,3,"69.2%","17.6%","50%",-327,-52,-6,9.9,"35.4%",303,"24.3%","29.3%",0.8,0.38
"Tristana","Top",1,"4.2%","66.7%","79.2%","0%","100%",1,3,5,2,"60.0%","17.6%","0%",734,-157,10,8.3,"29.9%",506,"27.6%","26.0%",0.41,0.14
"Twisted Fate","Middle",4,"16.7%","50.0%","66.7%","75%","50%",5,5,28,6.6,"64.7%","15.2%","0%",218,-344,-7.3,8.5,"26.1%",313,"17.8%","23.8%",0.32,0.15
"Udyr","Jungle",11,"45.8%","37.5%","83.3%","45%","27%",19,19,77,5.1,"75.6%","16.4%","45%",344,359,5.3,6.4,"19.0%",205,"11.5%","19.5%",0.41,0.5
"Urgot","Top",2,"8.3%","8.3%","16.7%","0%","100%",8,8,4,1.5,"80.0%","18.2%","0%",-246,-173,-11.5,7.4,"25.7%",525,"26.7%","28.6%",0.34,0.26
"Varus","ADC",4,"16.7%","4.2%","20.8%","25%","100%",15,15,21,2.4,"80.0%","23.4%","25%",-76,16,29.5,7.9,"27.7%",720,"34.1%","24.5%",0.45,0.28
"Viktor","Middle",4,"16.7%","4.2%","20.8%","0%","50%",10,13,18,2.2,"77.8%","16.7%","0%",-407,-38,-7.8,7.7,"27.4%",538,"27.8%","23.3%",0.51,0.13
"Volibear","Top",6,"25.0%","0.0%","25.0%","33%","50%",7,12,22,2.4,"65.9%","14.5%","0%",221,268,10.8,7.2,"21.4%",368,"23.5%","20.7%",0.37,0.15
"Xayah","ADC",2,"8.3%","0.0%","8.3%","0%","50%",2,5,4,1.2,"66.7%","16.7%","0%",-381,-374,-19.5,9.2,"35.4%",295,"20.0%","25.5%",0.48,0.43
"Zilean","Middle",1,"4.2%","20.8%","25.0%","100%","100%",2,0,8,10,"83.3%","0.0%","0%",-512,-429,-23,8.1,"22.8%",346,"24.9%","20.2%",0.54,0.2
"Zoe","Middle",5,"20.8%","20.8%","41.7%","40%","60%",13,9,13,2.9,"61.9%","15.8%","40%",1,-43,-3.2,7.6,"20.8%",477,"27.2%","22.5%",0.46,0.19
