"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jax","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jayce","Top",5,"41.7%","50.0%","91.7%","40%","40%",5,17,23,1.6,"48.3%","22.1%","0%",470,113,15,9.4,"28.0%",548,"30.6%","25.0%",0.54,0.32
"Kai'Sa","ADC",1,"8.3%","0.0%","8.3%","0%","100%",3,8,3,0.8,"60.0%","26.7%","100%",-444,-814,-13,7.9,"25.5%",486,"24.7%","26.2%",0.41,0.48
"Kalista","ADC",3,"25.0%","75.0%","100.0%","67%","0%",14,6,10,4,"82.8%","14.3%","0%",-148,75,7,10,"31.7%",407,"23.2%","29.1%",0.54,0.41
"Karma","Middle",1,"8.3%","0.0%","8.3%","100%","100%",6,3,10,5.3,"100.0%","20.0%","100%",556,294,6,7.2,"16.6%",724,"33.4%","23.9%",0.47,0.07
"Kayle","-",0,"0%","41.7%","41.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kennen","Top",2,"16.7%","8.3%","25.0%","50%","100%",8,6,17,4.2,"67.6%","24.0%","0%",224,102,-1.5,8.3,"21.3%",520,"21.8%","21.5%",0.61,0.24
"Kha'Zix","Jungle",1,"8.3%","8.3%","16.7%","100%","100%",4,4,6,2.5,"66.7%","57.1%","0%",71,-65,2,5.3,"12.2%",241,"14.9%","15.9%",1.21,0.54
"Kindred","Jungle",1,"8.3%","8.3%","16.7%","0%","100%",3,6,5,1.3,"80.0%","20.0%","0%",-162,-280,-11,4.5,"14.9%",430,"21.8%","18.6%",0.41,0.41
"LeBlanc","Middle",2,"16.7%","41.7%","58.3%","0%","100%",5,2,8,6.5,"68.4%","6.3%","50%",42,-7,-6,9,"22.9%",425,"27.0%","23.2%",0.29,0.48
"Lee Sin","Jungle",2,"16.7%","41.7%","58.3%","50%","100%",1,5,11,2.4,"63.2%","25.0%","0%",166,108,5.5,4.9,"13.4%",228,"11.2%","14.5%",0.66,0.42
"Lissandra","Middle",5,"41.7%","25.0%","66.7%","40%","0%",16,15,22,2.5,"53.5%","22.7%","20%",-47,-63,-0.4,8.8,"24.1%",448,"22.8%","22.3%",0.36,0.25
"Lucian","ADC",4,"33.3%","8.3%","41.7%","50%","25%",10,7,23,4.7,"53.2%","14.9%","25%",-151,242,1,10.8,"32.2%",512,"24.6%","25.8%",0.49,0.45
"Morgana","ADC",1,"8.3%","58.3%","66.7%","100%","100%",1,1,12,13,"76.5%","20.0%","100%",-191,433,-7,8.9,"28.7%",364,"22.0%","21.9%",0.49,0.15
"Nautilus","Support",1,"8.3%","0.0%","8.3%","0%","100%",0,4,8,2,"53.3%","25.0%","0%",-216,-479,-1,1.9,"7.7%",150,"8.3%","8.2%",1.46,0.33
"Neeko","Top",1,"8.3%","8.3%","16.7%","0%","100%",1,4,0,0.3,"33.3%","28.6%","100%",-15,-30,-2,8.9,"28.9%",285,"21.4%","24.4%",0.43,0.11
"Nocturne","Jungle",1,"8.3%","8.3%","16.7%","100%","100%",1,0,6,7,"36.8%","0.0%","0%",-172,-406,-8,6.4,"20.8%",185,"9.6%","17.0%",0.25,0.47
"Olaf","Jungle",2,"16.7%","8.3%","25.0%","0%","100%",1,5,5,1.2,"66.7%","18.5%","50%",-318,-92,-3.5,5,"12.9%",262,"20.1%","16.2%",1.33,0.61
"Ornn","Top",1,"8.3%","16.7%","25.0%","100%","100%",2,0,10,12,"63.2%","0.0%","0%",-633,57,-14,7.2,"17.8%",276,"14.3%","17.3%",0.61,0.14
"Pantheon","Support",2,"16.7%","0.0%","16.7%","0%","50%",3,6,7,1.7,"66.7%","20.0%","50%",1455,886,72,4.8,"9.7%",252,"18.8%","18.1%",1.38,0.34
"Pyke","Support",1,"8.3%","0.0%","8.3%","100%","100%",8,1,4,12,"70.6%","20.0%","100%",63,-249,-15,0.8,"3.8%",242,"14.6%","16.1%",2.38,0.53
"Rakan","-",0,"0%","33.3%","33.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",4,"33.3%","50.0%","83.3%","75%","0%",8,10,32,4,"60.6%","22.2%","0%",-142,-112,-4.3,4.8,"12.4%",286,"13.0%","15.5%",0.97,0.67
"Riven","Top",1,"8.3%","0.0%","8.3%","100%","100%",5,2,5,5,"52.6%","22.2%","0%",11,193,-2,8.9,"24.0%",399,"19.1%","22.6%",0.63,0.07
"Ryze","Middle",3,"25.0%","50.0%","100.0%","100%","33%",13,3,20,11,"70.2%","15.0%","33%",-94,-220,-6,9.6,"28.3%",533,"29.4%","24.5%",0.5,0.22
"Ryze","Top",3,"25.0%","50.0%","100.0%","67%","33%",10,10,10,2,"52.6%","32.3%","33%",-128,-63,-1.3,9.7,"27.7%",460,"24.6%","24.7%",0.57,0.2
"Shen","Support",1,"8.3%","8.3%","16.7%","0%","100%",0,3,9,3,"64.3%","20.0%","0%",-16,220,1,2.4,"6.8%",78,"4.7%","8.3%",1.99,0.9
"Sivir","ADC",2,"16.7%","0.0%","16.7%","0%","100%",7,6,11,3,"78.3%","16.2%","0%",-290,-225,-13,11.3,"36.0%",595,"34.2%","29.5%",0.48,0.61
"Sylas","Middle",3,"25.0%","50.0%","100.0%","67%","0%",12,8,18,3.8,"69.8%","22.9%","0%",18,173,5.3,9.2,"25.9%",433,"24.4%","23.6%",0.53,0.12
"Sylas","Top",3,"25.0%","50.0%","100.0%","33%","0%",10,8,7,2.1,"47.2%","23.5%","33%",-68,-177,-7.7,8.3,"23.0%",327,"20.2%","22.4%",0.48,0.21
"Tahm Kench","Support",4,"33.3%","50.0%","83.3%","25%","0%",0,13,29,2.2,"69.0%","22.8%","0%",-36,17,3.5,1.9,"6.4%",87,"4.8%","8.6%",1.79,0.37
"Taliyah","ADC",2,"16.7%","0.0%","16.7%","0%","0%",1,7,5,0.9,"40.0%","23.3%","50%",-756,-172,-52,6.2,"26.3%",289,"21.7%","21.7%",1.09,0.45
"Thresh","Support",3,"25.0%","0.0%","25.0%","100%","67%",1,8,30,3.9,"68.9%","26.7%","33%",65,204,-6.3,1.3,"4.0%",155,"8.0%","9.6%",1.67,0.47
"Varus","ADC",2,"16.7%","8.3%","25.0%","100%","50%",19,3,7,8.7,"70.3%","10.0%","0%",188,106,9.5,11.1,"33.1%",573,"27.7%","29.5%",0.45,0.55
"Vayne","ADC",1,"8.3%","25.0%","33.3%","0%","100%",3,2,8,5.5,"73.3%","12.5%","0%",-444,-431,-24,8.7,"28.3%",465,"25.9%","23.3%",0.47,0.47
"Vi","Jungle",1,"8.3%","0.0%","8.3%","0%","100%",0,6,7,1.2,"43.8%","27.3%","0%",-415,-206,-11,4.4,"11.7%",253,"11.7%","13.1%",0.56,0.46
"Viktor","Top",1,"8.3%","0.0%","8.3%","100%","100%",2,3,6,2.7,"53.3%","21.4%","0%",-443,-151,-3,8.2,"23.1%",531,"30.0%","20.6%",0.59,0.17
"Vladimir","Top",1,"8.3%","25.0%","33.3%","0%","0%",2,6,4,1,"60.0%","20.0%","0%",-284,120,7,9.1,"32.1%",494,"25.1%","27.0%",0.51,0.51
"Yasuo","-",0,"0%","25.0%","25.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Yorick","-",0,"0%","25.0%","25.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","Middle",1,"8.3%","0.0%","8.3%","0%","100%",1,3,7,2.7,"80.0%","10.0%","0%",-214,61,-10,7,"20.4%",417,"21.2%","18.6%",0.51,0.14
